locus_tag	ftype	gene	EC_number	product
KADELANJ_00061	CDS			hypothetical protein
KADELANJ_00061	gene			
KADELANJ_00062	CDS	arlR		Response regulator ArlR
KADELANJ_00062	gene	arlR		
KADELANJ_00063	CDS	kch		Voltage-gated potassium channel Kch
KADELANJ_00063	gene	kch		
KADELANJ_00064	CDS	rpmB		50S ribosomal protein L28
KADELANJ_00064	gene	rpmB		
KADELANJ_00065	CDS			hypothetical protein
KADELANJ_00065	gene			
KADELANJ_00066	CDS	mraY	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase
KADELANJ_00066	gene	mraY		
KADELANJ_00067	CDS	murD	6.3.2.9	UDP-N-acetylmuramoylalanine--D-glutamate ligase
KADELANJ_00067	gene	murD		
KADELANJ_00068	CDS			hypothetical protein
KADELANJ_00068	gene			
KADELANJ_00069	CDS	ybgC	3.1.2.-	Acyl-CoA thioesterase YbgC
KADELANJ_00069	gene	ybgC		
KADELANJ_00070	CDS			hypothetical protein
KADELANJ_00070	gene			
KADELANJ_00071	CDS			hypothetical protein
KADELANJ_00071	gene			
KADELANJ_00072	CDS	pldA	3.1.1.32	Phospholipase A1
KADELANJ_00072	gene	pldA		
KADELANJ_00073	CDS	dnaN	2.7.7.7	DNA polymerase III subunit beta
KADELANJ_00073	gene	dnaN		
KADELANJ_00074	CDS	gyrB	5.99.1.3	Type 2 topoisomerase subunit B
KADELANJ_00074	gene	gyrB		
KADELANJ_00075	CDS			hypothetical protein
KADELANJ_00075	gene			
KADELANJ_00076	CDS			hypothetical protein
KADELANJ_00076	gene			
KADELANJ_00077	CDS			hypothetical protein
KADELANJ_00077	gene			
KADELANJ_00078	CDS			hypothetical protein
KADELANJ_00078	gene			
KADELANJ_00079	CDS	mepM_1	3.4.24.-	Murein DD-endopeptidase MepM
KADELANJ_00079	gene	mepM_1		
KADELANJ_00080	CDS	nudK	3.6.1.-	GDP-mannose pyrophosphatase NudK
KADELANJ_00080	gene	nudK		
KADELANJ_00081	CDS	pgbA		Plasminogen-binding protein PgbA
KADELANJ_00081	gene	pgbA		
KADELANJ_00082	CDS		1.-.-.-	putative FAD-linked oxidoreductase
KADELANJ_00082	gene			
KADELANJ_00083	CDS	dapB	1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase
KADELANJ_00083	gene	dapB		
KADELANJ_00084	CDS			hypothetical protein
KADELANJ_00084	gene			
KADELANJ_00085	CDS		5.4.4.3	3-hydroxylaminophenol mutase
KADELANJ_00085	gene			
KADELANJ_00086	CDS			hypothetical protein
KADELANJ_00086	gene			
KADELANJ_00087	CDS			hypothetical protein
KADELANJ_00087	gene			
KADELANJ_00088	CDS	rplI		50S ribosomal protein L9
KADELANJ_00088	gene	rplI		
KADELANJ_00089	CDS	hslV	3.4.25.2	ATP-dependent protease subunit HslV
KADELANJ_00089	gene	hslV		
KADELANJ_00090	CDS	clpY		ATP-dependent protease ATPase subunit ClpY
KADELANJ_00090	gene	clpY		
KADELANJ_00091	CDS	era_1		GTPase Era
KADELANJ_00091	gene	era_1		
KADELANJ_00092	CDS			hypothetical protein
KADELANJ_00092	gene			
KADELANJ_00093	CDS	hcpB_1	3.5.2.6	Beta-lactamase HcpB
KADELANJ_00093	gene	hcpB_1		
KADELANJ_00094	CDS			hypothetical protein
KADELANJ_00094	gene			
KADELANJ_00095	CDS			hypothetical protein
KADELANJ_00095	gene			
KADELANJ_00096	CDS			hypothetical protein
KADELANJ_00096	gene			
KADELANJ_00097	CDS	traG		Conjugal transfer protein TraG
KADELANJ_00097	gene	traG		
KADELANJ_00098	CDS			Type IV secretion system protein VirB11
KADELANJ_00098	gene			
KADELANJ_00099	CDS			hypothetical protein
KADELANJ_00099	gene			
KADELANJ_00100	CDS			Type IV secretion system protein virB10
KADELANJ_00100	gene			
KADELANJ_00101	CDS			hypothetical protein
KADELANJ_00101	gene			
KADELANJ_00102	CDS	argS	6.1.1.19	Arginine--tRNA ligase
KADELANJ_00102	gene	argS		
KADELANJ_00103	CDS	tatA		Sec-independent protein translocase protein TatA
KADELANJ_00103	gene	tatA		
KADELANJ_00104	CDS	gmk	2.7.4.8	Guanylate kinase
KADELANJ_00104	gene	gmk		
KADELANJ_00105	CDS			hypothetical protein
KADELANJ_00105	gene			
KADELANJ_00106	CDS	ywiE	2.7.8.-	putative cardiolipin synthase YwiE
KADELANJ_00106	gene	ywiE		
KADELANJ_00107	CDS			hypothetical protein
KADELANJ_00107	gene			
KADELANJ_00108	CDS	flgH		Flagellar L-ring protein
KADELANJ_00108	gene	flgH		
KADELANJ_00109	CDS	neuA	2.7.7.43	N-acylneuraminate cytidylyltransferase
KADELANJ_00109	gene	neuA		
KADELANJ_00110	CDS			hypothetical protein
KADELANJ_00110	gene			
KADELANJ_00111	CDS	pseH	2.3.1.202	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
KADELANJ_00111	gene	pseH		
KADELANJ_00112	CDS	lpxK	2.7.1.130	Tetraacyldisaccharide 4'-kinase
KADELANJ_00112	gene	lpxK		
KADELANJ_00113	CDS	nadE	6.3.1.5	NH(3)-dependent NAD(+) synthetase
KADELANJ_00113	gene	nadE		
KADELANJ_00114	tRNA			tRNA-Arg(gcg)
KADELANJ_00114	gene			
KADELANJ_00115	CDS	ilvC	1.1.1.86	Ketol-acid reductoisomerase (NADP(+))
KADELANJ_00115	gene	ilvC		
KADELANJ_00116	CDS	minD		Septum site-determining protein MinD
KADELANJ_00116	gene	minD		
KADELANJ_00117	CDS	minE		Cell division topological specificity factor
KADELANJ_00117	gene	minE		
KADELANJ_00118	CDS	dprA		DNA processing protein DprA
KADELANJ_00118	gene	dprA		
KADELANJ_00119	CDS	yqgF	3.1.-.-	Putative pre-16S rRNA nuclease
KADELANJ_00119	gene	yqgF		
KADELANJ_00120	CDS			hypothetical protein
KADELANJ_00120	gene			
KADELANJ_00121	CDS	hcpB_2	3.5.2.6	Beta-lactamase HcpB
KADELANJ_00121	gene	hcpB_2		
KADELANJ_00122	CDS			hypothetical protein
KADELANJ_00122	gene			
KADELANJ_00123	CDS			hypothetical protein
KADELANJ_00123	gene			
KADELANJ_00124	CDS			hypothetical protein
KADELANJ_00124	gene			
KADELANJ_00125	CDS			hypothetical protein
KADELANJ_00125	gene			
KADELANJ_00126	CDS			hypothetical protein
KADELANJ_00126	gene			
KADELANJ_00127	CDS			hypothetical protein
KADELANJ_00127	gene			
KADELANJ_00128	CDS			hypothetical protein
KADELANJ_00128	gene			
KADELANJ_00129	CDS	divIB		Cell division protein DivIB
KADELANJ_00129	gene	divIB		
KADELANJ_00130	CDS			hypothetical protein
KADELANJ_00130	gene			
KADELANJ_00131	CDS		5.4.99.-	putative RNA pseudouridine synthase
KADELANJ_00131	gene			
KADELANJ_00132	CDS	recJ	3.1.-.-	Single-stranded-DNA-specific exonuclease RecJ
KADELANJ_00132	gene	recJ		
KADELANJ_00133	CDS	pyrG	6.3.4.2	CTP synthase
KADELANJ_00133	gene	pyrG		
KADELANJ_00134	CDS			hypothetical protein
KADELANJ_00134	gene			
KADELANJ_00135	CDS	fliF		Flagellar M-ring protein
KADELANJ_00135	gene	fliF		
KADELANJ_00136	CDS	fliG		Flagellar motor switch protein FliG
KADELANJ_00136	gene	fliG		
KADELANJ_00137	CDS			hypothetical protein
KADELANJ_00137	gene			
KADELANJ_00138	CDS	dxs	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase
KADELANJ_00138	gene	dxs		
KADELANJ_00139	CDS	lepA	3.6.5.-	Elongation factor 4
KADELANJ_00139	gene	lepA		
KADELANJ_00140	CDS			hypothetical protein
KADELANJ_00140	gene			
KADELANJ_00141	CDS	ydfG	1.1.1.381	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
KADELANJ_00141	gene	ydfG		
KADELANJ_00142	CDS			hypothetical protein
KADELANJ_00142	gene			
KADELANJ_00143	tRNA			tRNA-Ala(tgc)
KADELANJ_00143	gene			
KADELANJ_00144	tRNA			tRNA-Ile(gat)
KADELANJ_00144	gene			
KADELANJ_00145	CDS	galE	5.1.3.2	UDP-glucose 4-epimerase
KADELANJ_00145	gene	galE		
KADELANJ_00146	CDS	truA	5.4.99.12	tRNA pseudouridine synthase A
KADELANJ_00146	gene	truA		
KADELANJ_00147	CDS			hypothetical protein
KADELANJ_00147	gene			
KADELANJ_00148	CDS	pcm	2.1.1.77	Protein-L-isoaspartate O-methyltransferase
KADELANJ_00148	gene	pcm		
KADELANJ_00149	CDS	nrdB	1.17.4.1	Ribonucleoside-diphosphate reductase subunit beta
KADELANJ_00149	gene	nrdB		
KADELANJ_00150	tRNA			tRNA-Leu(tag)
KADELANJ_00150	gene			
KADELANJ_00151	CDS	pseC	2.6.1.92	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
KADELANJ_00151	gene	pseC		
KADELANJ_00152	CDS			hypothetical protein
KADELANJ_00152	gene			
KADELANJ_00153	CDS			hypothetical protein
KADELANJ_00153	gene			
KADELANJ_00154	CDS			hypothetical protein
KADELANJ_00154	gene			
KADELANJ_00155	CDS			hypothetical protein
KADELANJ_00155	gene			
KADELANJ_00156	CDS	accC	6.3.4.14	Biotin carboxylase
KADELANJ_00156	gene	accC		
KADELANJ_00157	CDS	accB		Biotin carboxyl carrier protein of acetyl-CoA carboxylase
KADELANJ_00157	gene	accB		
KADELANJ_00158	CDS	dcd	3.5.4.13	dCTP deaminase
KADELANJ_00158	gene	dcd		
KADELANJ_00159	CDS			hypothetical protein
KADELANJ_00159	gene			
KADELANJ_00160	CDS	rsmE	2.1.1.193	Ribosomal RNA small subunit methyltransferase E
KADELANJ_00160	gene	rsmE		
KADELANJ_00161	CDS			hypothetical protein
KADELANJ_00161	gene			
KADELANJ_00162	CDS	hemH	4.99.1.1	Ferrochelatase
KADELANJ_00162	gene	hemH		
KADELANJ_00163	CDS			hypothetical protein
KADELANJ_00163	gene			
KADELANJ_00164	CDS	ccsA		Cytochrome c biogenesis protein CcsA
KADELANJ_00164	gene	ccsA		
KADELANJ_00165	CDS			hypothetical protein
KADELANJ_00165	gene			
KADELANJ_00166	CDS	bioB	2.8.1.6	Biotin synthase
KADELANJ_00166	gene	bioB		
KADELANJ_00167	CDS			hypothetical protein
KADELANJ_00167	gene			
KADELANJ_00168	CDS	hsdM	2.1.1.72	Type I restriction enzyme EcoKI M protein
KADELANJ_00168	gene	hsdM		
KADELANJ_00169	CDS	hsdR_1	3.1.21.3	Type-1 restriction enzyme R protein
KADELANJ_00169	gene	hsdR_1		
KADELANJ_00170	CDS			hypothetical protein
KADELANJ_00170	gene			
KADELANJ_00171	CDS	fecA_1		Fe(3+) dicitrate transport protein FecA
KADELANJ_00171	gene	fecA_1		
KADELANJ_00172	CDS	rocF	3.5.3.1	Arginase
KADELANJ_00172	gene	rocF		
KADELANJ_00173	CDS	ald	1.4.1.1	Alanine dehydrogenase
KADELANJ_00173	gene	ald		
KADELANJ_00174	CDS			hypothetical protein
KADELANJ_00174	gene			
KADELANJ_00175	CDS			hypothetical protein
KADELANJ_00175	gene			
KADELANJ_00176	CDS			hypothetical protein
KADELANJ_00176	gene			
KADELANJ_00177	CDS	nadK	2.7.1.23	NAD kinase
KADELANJ_00177	gene	nadK		
KADELANJ_00178	CDS	recN		DNA repair protein RecN
KADELANJ_00178	gene	recN		
KADELANJ_00179	CDS			hypothetical protein
KADELANJ_00179	gene			
KADELANJ_00180	CDS			hypothetical protein
KADELANJ_00180	gene			
KADELANJ_00181	CDS			hypothetical protein
KADELANJ_00181	gene			
KADELANJ_00182	CDS			hypothetical protein
KADELANJ_00182	gene			
KADELANJ_00183	CDS			hypothetical protein
KADELANJ_00183	gene			
KADELANJ_00184	CDS			hypothetical protein
KADELANJ_00184	gene			
KADELANJ_00185	CDS	polC	2.7.7.7	DNA polymerase III PolC-type
KADELANJ_00185	gene	polC		
KADELANJ_00186	CDS	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase
KADELANJ_00186	gene	rpe		
KADELANJ_00187	CDS	fbp	3.1.3.11	Fructose-1,6-bisphosphatase class 1
KADELANJ_00187	gene	fbp		
KADELANJ_00188	CDS			hypothetical protein
KADELANJ_00188	gene			
KADELANJ_00189	CDS			hypothetical protein
KADELANJ_00189	gene			
KADELANJ_00190	CDS			hypothetical protein
KADELANJ_00190	gene			
KADELANJ_00191	CDS	tyrA_1	1.3.1.12	Prephenate dehydrogenase
KADELANJ_00191	gene	tyrA_1		
KADELANJ_00192	CDS	lon	3.4.21.53	Lon protease
KADELANJ_00192	gene	lon		
KADELANJ_00193	CDS	bamD		Outer membrane protein assembly factor BamD
KADELANJ_00193	gene	bamD		
KADELANJ_00194	CDS	fliW2		Flagellar assembly factor FliW 2
KADELANJ_00194	gene	fliW2		
KADELANJ_00195	CDS	fabZ	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
KADELANJ_00195	gene	fabZ		
KADELANJ_00196	CDS	lpxA	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
KADELANJ_00196	gene	lpxA		
KADELANJ_00197	CDS	clpX		ATP-dependent Clp protease ATP-binding subunit ClpX
KADELANJ_00197	gene	clpX		
KADELANJ_00198	CDS	mreB		Rod shape-determining protein MreB
KADELANJ_00198	gene	mreB		
KADELANJ_00199	CDS			hypothetical protein
KADELANJ_00199	gene			
KADELANJ_00200	CDS			hypothetical protein
KADELANJ_00200	gene			
KADELANJ_00201	CDS	dpnA_1	2.1.1.72	Modification methylase DpnIIB
KADELANJ_00201	gene	dpnA_1		
KADELANJ_00202	CDS			hypothetical protein
KADELANJ_00202	gene			
KADELANJ_00203	CDS	rsrIM	2.1.1.72	Modification methylase RsrI
KADELANJ_00203	gene	rsrIM		
KADELANJ_00204	CDS	mboIIM	2.1.1.72	Modification methylase MboII
KADELANJ_00204	gene	mboIIM		
KADELANJ_00205	CDS	mboIIR	3.1.21.4	Type-2 restriction enzyme MboII
KADELANJ_00205	gene	mboIIR		
KADELANJ_00206	CDS	qseB		Transcriptional regulatory protein QseB
KADELANJ_00206	gene	qseB		
KADELANJ_00207	CDS	senX3	2.7.13.3	Signal-transduction histidine kinase senX3
KADELANJ_00207	gene	senX3		
KADELANJ_00208	CDS	nnr		Bifunctional NAD(P)H-hydrate repair enzyme Nnr
KADELANJ_00208	gene	nnr		
KADELANJ_00209	CDS	dnaB	3.6.4.12	Replicative DNA helicase
KADELANJ_00209	gene	dnaB		
KADELANJ_00210	CDS			hypothetical protein
KADELANJ_00210	gene			
KADELANJ_00211	CDS	plqA	2.5.1.-	4-hydroxybenzoate solanesyltransferase
KADELANJ_00211	gene	plqA		
KADELANJ_00212	CDS			hypothetical protein
KADELANJ_00212	gene			
KADELANJ_00213	CDS			hypothetical protein
KADELANJ_00213	gene			
KADELANJ_00214	CDS	psd	4.1.1.65	Phosphatidylserine decarboxylase proenzyme
KADELANJ_00214	gene	psd		
KADELANJ_00215	CDS	nadA	2.5.1.72	Quinolinate synthase A
KADELANJ_00215	gene	nadA		
KADELANJ_00216	CDS	nadC	2.4.2.19	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
KADELANJ_00216	gene	nadC		
KADELANJ_00217	CDS			hypothetical protein
KADELANJ_00217	gene			
KADELANJ_00218	CDS			hypothetical protein
KADELANJ_00218	gene			
KADELANJ_00219	CDS	dpnA_2	2.1.1.72	Modification methylase DpnIIB
KADELANJ_00219	gene	dpnA_2		
KADELANJ_00220	CDS			hypothetical protein
KADELANJ_00220	gene			
KADELANJ_00221	CDS	ctpB	3.4.21.102	Carboxy-terminal processing protease CtpB
KADELANJ_00221	gene	ctpB		
KADELANJ_00222	CDS			hypothetical protein
KADELANJ_00222	gene			
KADELANJ_00223	CDS			hypothetical protein
KADELANJ_00223	gene			
KADELANJ_00224	CDS	ung	3.2.2.27	Uracil-DNA glycosylase
KADELANJ_00224	gene	ung		
KADELANJ_00225	CDS	gapB	1.2.1.59	Glyceraldehyde-3-phosphate dehydrogenase 2
KADELANJ_00225	gene	gapB		
KADELANJ_00226	CDS	pgk	2.7.2.3	Phosphoglycerate kinase
KADELANJ_00226	gene	pgk		
KADELANJ_00227	CDS	corA		Magnesium transport protein CorA
KADELANJ_00227	gene	corA		
KADELANJ_00228	CDS			hypothetical protein
KADELANJ_00228	gene			
KADELANJ_00229	CDS			hypothetical protein
KADELANJ_00229	gene			
KADELANJ_00230	CDS	vapD_1	3.1.-.-	Endoribonuclease VapD
KADELANJ_00230	gene	vapD_1		
KADELANJ_00231	CDS			hypothetical protein
KADELANJ_00231	gene			
KADELANJ_00232	CDS	yjiA		putative GTP-binding protein YjiA
KADELANJ_00232	gene	yjiA		
KADELANJ_00233	CDS			hypothetical protein
KADELANJ_00233	gene			
KADELANJ_00234	CDS	pgdA	3.5.1.-	Peptidoglycan deacetylase
KADELANJ_00234	gene	pgdA		
KADELANJ_00235	CDS		3.5.1.111	2-oxoglutaramate amidase
KADELANJ_00235	gene			
KADELANJ_00236	CDS			hypothetical protein
KADELANJ_00236	gene			
KADELANJ_00237	CDS			hypothetical protein
KADELANJ_00237	gene			
KADELANJ_00238	CDS	hemL	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase
KADELANJ_00238	gene	hemL		
KADELANJ_00239	CDS			hypothetical protein
KADELANJ_00239	gene			
KADELANJ_00240	CDS			hypothetical protein
KADELANJ_00240	gene			
KADELANJ_00241	CDS	obg	3.6.5.-	GTPase Obg
KADELANJ_00241	gene	obg		
KADELANJ_00242	CDS	oppF		Oligopeptide transport ATP-binding protein OppF
KADELANJ_00242	gene	oppF		
KADELANJ_00243	CDS	oppD		Oligopeptide transport ATP-binding protein OppD
KADELANJ_00243	gene	oppD		
KADELANJ_00244	CDS	dppC		Dipeptide transport system permease protein DppC
KADELANJ_00244	gene	dppC		
KADELANJ_00245	CDS	dppB		Dipeptide transport system permease protein DppB
KADELANJ_00245	gene	dppB		
KADELANJ_00246	CDS	hbpA		Heme-binding protein A
KADELANJ_00246	gene	hbpA		
KADELANJ_00247	CDS	rpmA		50S ribosomal protein L27
KADELANJ_00247	gene	rpmA		
KADELANJ_00248	CDS	rplU		50S ribosomal protein L21
KADELANJ_00248	gene	rplU		
KADELANJ_00249	CDS	flgL		Flagellar hook-associated protein 3
KADELANJ_00249	gene	flgL		
KADELANJ_00250	CDS	amiE	3.5.1.4	Aliphatic amidase
KADELANJ_00250	gene	amiE		
KADELANJ_00251	CDS	pabB	2.6.1.85	Aminodeoxychorismate synthase component 1
KADELANJ_00251	gene	pabB		
KADELANJ_00252	CDS			hypothetical protein
KADELANJ_00252	gene			
KADELANJ_00253	CDS	tyrA_2		T-protein
KADELANJ_00253	gene	tyrA_2		
KADELANJ_00254	CDS	lysA	4.1.1.20	Diaminopimelate decarboxylase
KADELANJ_00254	gene	lysA		
KADELANJ_00255	CDS	vacA_1		Vacuolating cytotoxin autotransporter
KADELANJ_00255	gene	vacA_1		
KADELANJ_00256	CDS			hypothetical protein
KADELANJ_00256	gene			
KADELANJ_00257	CDS			hypothetical protein
KADELANJ_00257	gene			
KADELANJ_00258	CDS	ftsH_1	3.4.24.-	ATP-dependent zinc metalloprotease FtsH
KADELANJ_00258	gene	ftsH_1		
KADELANJ_00259	CDS	mtaB	2.8.4.5	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
KADELANJ_00259	gene	mtaB		
KADELANJ_00260	CDS			hypothetical protein
KADELANJ_00260	gene			
KADELANJ_00261	CDS	aroB	4.2.3.4	3-dehydroquinate synthase
KADELANJ_00261	gene	aroB		
KADELANJ_00262	CDS			hypothetical protein
KADELANJ_00262	gene			
KADELANJ_00263	CDS	tgt	2.4.2.29	Queuine tRNA-ribosyltransferase
KADELANJ_00263	gene	tgt		
KADELANJ_00264	CDS	lpxP	2.3.1.242	Lipid A biosynthesis palmitoleoyltransferase
KADELANJ_00264	gene	lpxP		
KADELANJ_00265	CDS	rfaC	2.-.-.-	Lipopolysaccharide heptosyltransferase 1
KADELANJ_00265	gene	rfaC		
KADELANJ_00266	CDS	gppA	3.6.1.40	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
KADELANJ_00266	gene	gppA		
KADELANJ_00267	CDS	fdx		Ferredoxin
KADELANJ_00267	gene	fdx		
KADELANJ_00268	CDS			hypothetical protein
KADELANJ_00268	gene			
KADELANJ_00269	CDS			hypothetical protein
KADELANJ_00269	gene			
KADELANJ_00270	CDS			hypothetical protein
KADELANJ_00270	gene			
KADELANJ_00271	CDS			hypothetical protein
KADELANJ_00271	gene			
KADELANJ_00272	CDS			hypothetical protein
KADELANJ_00272	gene			
KADELANJ_00273	CDS			hypothetical protein
KADELANJ_00273	gene			
KADELANJ_00274	CDS			hypothetical protein
KADELANJ_00274	gene			
KADELANJ_00275	CDS	miaB	2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KADELANJ_00275	gene	miaB		
KADELANJ_00276	CDS			hypothetical protein
KADELANJ_00276	gene			
KADELANJ_00277	CDS		3.5.4.4	Adenosine deaminase
KADELANJ_00277	gene			
KADELANJ_00278	CDS	pyrC_1	3.5.2.3	Dihydroorotase
KADELANJ_00278	gene	pyrC_1		
KADELANJ_00279	CDS	dsbD	1.8.1.8	Thiol:disulfide interchange protein DsbD
KADELANJ_00279	gene	dsbD		
KADELANJ_00280	CDS	clpB		Chaperone protein ClpB
KADELANJ_00280	gene	clpB		
KADELANJ_00281	CDS	dpnA_3	2.1.1.72	Modification methylase DpnIIB
KADELANJ_00281	gene	dpnA_3		
KADELANJ_00282	CDS			hypothetical protein
KADELANJ_00282	gene			
KADELANJ_00283	CDS			hypothetical protein
KADELANJ_00283	gene			
KADELANJ_00284	CDS			hypothetical protein
