locus_tag	ftype	gene	EC_number	product
FHFNEIGL_00033	gene			
FHFNEIGL_00034	CDS			hypothetical protein
FHFNEIGL_00034	gene			
FHFNEIGL_00035	CDS	yeeO		putative FMN/FAD exporter YeeO
FHFNEIGL_00035	gene	yeeO		
FHFNEIGL_00036	CDS	rny	3.1.-.-	Ribonuclease Y
FHFNEIGL_00036	gene	rny		
FHFNEIGL_00037	CDS			hypothetical protein
FHFNEIGL_00037	gene			
FHFNEIGL_00038	CDS			hypothetical protein
FHFNEIGL_00038	gene			
FHFNEIGL_00039	CDS	ftsY		Signal recognition particle receptor FtsY
FHFNEIGL_00039	gene	ftsY		
FHFNEIGL_00040	CDS			hypothetical protein
FHFNEIGL_00040	gene			
FHFNEIGL_00041	CDS			hypothetical protein
FHFNEIGL_00041	gene			
FHFNEIGL_00042	CDS			hypothetical protein
FHFNEIGL_00042	gene			
FHFNEIGL_00043	CDS			hypothetical protein
FHFNEIGL_00043	gene			
FHFNEIGL_00044	CDS	moaA	4.1.99.22	GTP 3',8-cyclase
FHFNEIGL_00044	gene	moaA		
FHFNEIGL_00045	CDS	mobA	2.7.7.77	putative molybdenum cofactor guanylyltransferase
FHFNEIGL_00045	gene	mobA		
FHFNEIGL_00046	CDS	flhB_1		Flagellar biosynthetic protein FlhB
FHFNEIGL_00046	gene	flhB_1		
FHFNEIGL_00047	CDS			hypothetical protein
FHFNEIGL_00047	gene			
FHFNEIGL_00048	CDS	amiC	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiC
FHFNEIGL_00048	gene	amiC		
FHFNEIGL_00049	CDS	pyrD_1	1.3.-.-	Dihydroorotate dehydrogenase
FHFNEIGL_00049	gene	pyrD_1		
FHFNEIGL_00050	CDS	tyrS	6.1.1.1	Tyrosine--tRNA ligase
FHFNEIGL_00050	gene	tyrS		
FHFNEIGL_00051	CDS	relA	2.7.6.5	GTP pyrophosphokinase
FHFNEIGL_00051	gene	relA		
FHFNEIGL_00052	CDS	rpoZ	2.7.7.6	DNA-directed RNA polymerase subunit omega
FHFNEIGL_00052	gene	rpoZ		
FHFNEIGL_00053	CDS	pyrH_1	2.7.4.22	Uridylate kinase
FHFNEIGL_00053	gene	pyrH_1		
FHFNEIGL_00054	CDS	pyrH_2	2.7.4.22	Uridylate kinase
FHFNEIGL_00054	gene	pyrH_2		
FHFNEIGL_00055	CDS	mqnA	4.2.1.151	Chorismate dehydratase
FHFNEIGL_00055	gene	mqnA		
FHFNEIGL_00056	CDS	acnB	4.2.1.3	Aconitate hydratase B
FHFNEIGL_00056	gene	acnB		
FHFNEIGL_00057	CDS			hypothetical protein
FHFNEIGL_00057	gene			
FHFNEIGL_00058	CDS			hypothetical protein
FHFNEIGL_00058	gene			
FHFNEIGL_00059	CDS			hypothetical protein
FHFNEIGL_00059	gene			
FHFNEIGL_00060	CDS			hypothetical protein
FHFNEIGL_00060	gene			
FHFNEIGL_00061	tmRNA	ssrA		transfer-messenger RNA, SsrA
FHFNEIGL_00061	gene	ssrA		
FHFNEIGL_00062	CDS	lolA		Outer-membrane lipoprotein carrier protein
FHFNEIGL_00062	gene	lolA		
FHFNEIGL_00063	CDS	secA		Protein translocase subunit SecA
FHFNEIGL_00063	gene	secA		
FHFNEIGL_00064	CDS	lolC		Lipoprotein-releasing system transmembrane protein LolC
FHFNEIGL_00064	gene	lolC		
FHFNEIGL_00065	CDS			hypothetical protein
FHFNEIGL_00065	gene			
FHFNEIGL_00066	CDS			hypothetical protein
FHFNEIGL_00066	gene			
FHFNEIGL_00067	CDS			hypothetical protein
FHFNEIGL_00067	gene			
FHFNEIGL_00068	CDS	cadA	3.6.3.3	Cadmium, zinc and cobalt-transporting ATPase
FHFNEIGL_00068	gene	cadA		
FHFNEIGL_00069	CDS	comM		Competence protein ComM
FHFNEIGL_00069	gene	comM		
FHFNEIGL_00070	CDS	def	3.5.1.88	Peptide deformylase
FHFNEIGL_00070	gene	def		
FHFNEIGL_00071	CDS	clpP	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
FHFNEIGL_00071	gene	clpP		
FHFNEIGL_00072	CDS	tig	5.2.1.8	Trigger factor
FHFNEIGL_00072	gene	tig		
FHFNEIGL_00073	CDS			hypothetical protein
FHFNEIGL_00073	gene			
FHFNEIGL_00074	CDS			hypothetical protein
FHFNEIGL_00074	gene			
FHFNEIGL_00075	CDS	moaC	4.6.1.17	Cyclic pyranopterin monophosphate synthase
FHFNEIGL_00075	gene	moaC		
FHFNEIGL_00076	CDS	mog	2.7.7.75	Molybdopterin adenylyltransferase
FHFNEIGL_00076	gene	mog		
FHFNEIGL_00077	CDS	moaE	2.8.1.12	Molybdopterin synthase catalytic subunit
FHFNEIGL_00077	gene	moaE		
FHFNEIGL_00078	CDS			hypothetical protein
FHFNEIGL_00078	gene			
FHFNEIGL_00079	CDS	ribA	3.5.4.25	GTP cyclohydrolase-2
FHFNEIGL_00079	gene	ribA		
FHFNEIGL_00080	CDS			hypothetical protein
FHFNEIGL_00080	gene			
FHFNEIGL_00081	CDS	ribBA		Riboflavin biosynthesis protein RibBA
FHFNEIGL_00081	gene	ribBA		
FHFNEIGL_00082	CDS			hypothetical protein
FHFNEIGL_00082	gene			
FHFNEIGL_00083	CDS			hypothetical protein
FHFNEIGL_00083	gene			
FHFNEIGL_00084	CDS	fecA_1		Fe(3+) dicitrate transport protein FecA
FHFNEIGL_00084	gene	fecA_1		
FHFNEIGL_00085	CDS	acpS	2.7.8.7	Holo-[acyl-carrier-protein] synthase
FHFNEIGL_00085	gene	acpS		
FHFNEIGL_00086	CDS			hypothetical protein
FHFNEIGL_00086	gene			
FHFNEIGL_00087	CDS	rsmD	2.1.1.171	Ribosomal RNA small subunit methyltransferase D
FHFNEIGL_00087	gene	rsmD		
FHFNEIGL_00088	CDS			hypothetical protein
FHFNEIGL_00088	gene			
FHFNEIGL_00089	CDS			hypothetical protein
FHFNEIGL_00089	gene			
FHFNEIGL_00090	CDS	gloC	3.1.2.6	Hydroxyacylglutathione hydrolase GloC
FHFNEIGL_00090	gene	gloC		
FHFNEIGL_00091	CDS	moeZ		putative adenylyltransferase/sulfurtransferase MoeZ
FHFNEIGL_00091	gene	moeZ		
FHFNEIGL_00092	CDS	pomA		Chemotaxis protein PomA
FHFNEIGL_00092	gene	pomA		
FHFNEIGL_00093	CDS	motB		Motility protein B
FHFNEIGL_00093	gene	motB		
FHFNEIGL_00094	CDS			hypothetical protein
FHFNEIGL_00094	gene			
FHFNEIGL_00095	CDS	opuCC		Glycine betaine/carnitine/choline-binding protein OpuCC
FHFNEIGL_00095	gene	opuCC		
FHFNEIGL_00096	CDS	opuBA		Choline transport ATP-binding protein OpuBA
FHFNEIGL_00096	gene	opuBA		
FHFNEIGL_00097	CDS			hypothetical protein
FHFNEIGL_00097	gene			
FHFNEIGL_00098	CDS	uvrC		UvrABC system protein C
FHFNEIGL_00098	gene	uvrC		
FHFNEIGL_00099	CDS	hom	1.1.1.3	Homoserine dehydrogenase
FHFNEIGL_00099	gene	hom		
FHFNEIGL_00100	CDS			hypothetical protein
FHFNEIGL_00100	gene			
FHFNEIGL_00101	CDS	trxA_1		Thioredoxin
FHFNEIGL_00101	gene	trxA_1		
FHFNEIGL_00102	CDS	trxB	1.8.1.9	Thioredoxin reductase
FHFNEIGL_00102	gene	trxB		
FHFNEIGL_00103	CDS	lex1	2.-.-.-	Lipooligosaccharide biosynthesis protein lex-1
FHFNEIGL_00103	gene	lex1		
FHFNEIGL_00104	CDS			hypothetical protein
FHFNEIGL_00104	gene			
FHFNEIGL_00105	CDS	atpB		ATP synthase subunit a
FHFNEIGL_00105	gene	atpB		
FHFNEIGL_00106	CDS	guaB	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
FHFNEIGL_00106	gene	guaB		
FHFNEIGL_00107	CDS	gatA	6.3.5.7	Glutamyl-tRNA(Gln) amidotransferase subunit A
FHFNEIGL_00107	gene	gatA		
FHFNEIGL_00108	CDS	coaE	2.7.1.24	Dephospho-CoA kinase
FHFNEIGL_00108	gene	coaE		
FHFNEIGL_00109	CDS	speE	2.5.1.16	Polyamine aminopropyltransferase
FHFNEIGL_00109	gene	speE		
FHFNEIGL_00110	CDS			hypothetical protein
FHFNEIGL_00110	gene			
FHFNEIGL_00111	CDS	der_1		GTPase Der
FHFNEIGL_00111	gene	der_1		
FHFNEIGL_00112	CDS	hup		DNA-binding protein HU
FHFNEIGL_00112	gene	hup		
FHFNEIGL_00113	tRNA			tRNA-Arg(cct)
FHFNEIGL_00113	gene			
FHFNEIGL_00114	CDS			hypothetical protein
FHFNEIGL_00114	gene			
FHFNEIGL_00115	CDS			hypothetical protein
FHFNEIGL_00115	gene			
FHFNEIGL_00116	CDS			hypothetical protein
FHFNEIGL_00116	gene			
FHFNEIGL_00117	CDS	pseB	4.2.1.115	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
FHFNEIGL_00117	gene	pseB		
FHFNEIGL_00118	CDS	coaBC		Coenzyme A biosynthesis bifunctional protein CoaBC
FHFNEIGL_00118	gene	coaBC		
FHFNEIGL_00119	CDS			hypothetical protein
FHFNEIGL_00119	gene			
FHFNEIGL_00120	CDS	thiE	2.5.1.3	Thiamine-phosphate synthase
FHFNEIGL_00120	gene	thiE		
FHFNEIGL_00121	CDS	thiD_1	2.7.1.49	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
FHFNEIGL_00121	gene	thiD_1		
FHFNEIGL_00122	CDS	thiD_2	2.7.1.49	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
FHFNEIGL_00122	gene	thiD_2		
FHFNEIGL_00123	CDS	thiM	2.7.1.50	Hydroxyethylthiazole kinase
FHFNEIGL_00123	gene	thiM		
FHFNEIGL_00124	CDS	hsdR_1	3.1.21.3	Type I restriction enzyme EcoR124II R protein
FHFNEIGL_00124	gene	hsdR_1		
FHFNEIGL_00125	CDS			hypothetical protein
FHFNEIGL_00125	gene			
FHFNEIGL_00126	CDS			Putative type-1 restriction enzyme specificity protein MG438
FHFNEIGL_00126	gene			
FHFNEIGL_00127	CDS			hypothetical protein
FHFNEIGL_00127	gene			
FHFNEIGL_00128	CDS		2.1.1.72	putative type I restriction enzymeP M protein
FHFNEIGL_00128	gene			
FHFNEIGL_00129	CDS			hypothetical protein
FHFNEIGL_00129	gene			
FHFNEIGL_00130	CDS			hypothetical protein
FHFNEIGL_00130	gene			
FHFNEIGL_00131	CDS	ybiT		putative ABC transporter ATP-binding protein YbiT
FHFNEIGL_00131	gene	ybiT		
FHFNEIGL_00132	CDS	guaC	1.7.1.7	GMP reductase
FHFNEIGL_00132	gene	guaC		
FHFNEIGL_00133	CDS	patA	2.3.1.-	Peptidoglycan O-acetyltransferase
FHFNEIGL_00133	gene	patA		
FHFNEIGL_00134	CDS			hypothetical protein
FHFNEIGL_00134	gene			
FHFNEIGL_00135	CDS	gmhA1	5.3.1.28	Phosphoheptose isomerase 1
FHFNEIGL_00135	gene	gmhA1		
FHFNEIGL_00136	CDS	hldE		Bifunctional protein HldE
FHFNEIGL_00136	gene	hldE		
FHFNEIGL_00137	CDS	hldD	5.1.3.20	ADP-L-glycero-D-manno-heptose-6-epimerase
FHFNEIGL_00137	gene	hldD		
FHFNEIGL_00138	CDS	gmhB	3.1.3.82	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
FHFNEIGL_00138	gene	gmhB		
FHFNEIGL_00139	CDS			hypothetical protein
FHFNEIGL_00139	gene			
FHFNEIGL_00140	CDS	coaX	2.7.1.33	Type III pantothenate kinase
FHFNEIGL_00140	gene	coaX		
FHFNEIGL_00141	CDS	pgbB		Plasminogen-binding protein PgbB
FHFNEIGL_00141	gene	pgbB		
FHFNEIGL_00142	CDS			hypothetical protein
FHFNEIGL_00142	gene			
FHFNEIGL_00143	CDS	dut	3.6.1.23	Deoxyuridine 5'-triphosphate nucleotidohydrolase
FHFNEIGL_00143	gene	dut		
FHFNEIGL_00144	CDS	greA		Transcription elongation factor GreA
FHFNEIGL_00144	gene	greA		
FHFNEIGL_00145	CDS	lpxB	2.4.1.182	Lipid-A-disaccharide synthase
FHFNEIGL_00145	gene	lpxB		
FHFNEIGL_00146	CDS			hypothetical protein
FHFNEIGL_00146	gene			
FHFNEIGL_00147	CDS	hypA		Hydrogenase/urease nickel incorporation protein HypA
FHFNEIGL_00147	gene	hypA		
FHFNEIGL_00148	CDS	flgE_1		Flagellar hook protein FlgE
FHFNEIGL_00148	gene	flgE_1		
FHFNEIGL_00149	CDS	cdh	3.6.1.26	CDP-diacylglycerol pyrophosphatase
FHFNEIGL_00149	gene	cdh		
FHFNEIGL_00150	CDS			hypothetical protein
FHFNEIGL_00150	gene			
FHFNEIGL_00151	CDS			hypothetical protein
FHFNEIGL_00151	gene			
FHFNEIGL_00152	CDS			hypothetical protein
FHFNEIGL_00152	gene			
FHFNEIGL_00153	CDS	katA	1.11.1.6	Catalase
FHFNEIGL_00153	gene	katA		
FHFNEIGL_00154	CDS	tdhA		TonB-dependent heme receptor A
FHFNEIGL_00154	gene	tdhA		
FHFNEIGL_00155	CDS	ruvC	3.1.22.4	Crossover junction endodeoxyribonuclease RuvC
FHFNEIGL_00155	gene	ruvC		
FHFNEIGL_00156	CDS			hypothetical protein
FHFNEIGL_00156	gene			
FHFNEIGL_00157	CDS			hypothetical protein
FHFNEIGL_00157	gene			
FHFNEIGL_00158	CDS			hypothetical protein
FHFNEIGL_00158	gene			
FHFNEIGL_00159	CDS	ruvA	3.6.4.12	Holliday junction ATP-dependent DNA helicase RuvA
FHFNEIGL_00159	gene	ruvA		
FHFNEIGL_00160	CDS			hypothetical protein
FHFNEIGL_00160	gene			
FHFNEIGL_00161	CDS	murJ		Lipid II flippase MurJ
FHFNEIGL_00161	gene	murJ		
FHFNEIGL_00162	CDS	cysS	6.1.1.16	Cysteine--tRNA ligase
FHFNEIGL_00162	gene	cysS		
FHFNEIGL_00163	CDS	vacA_1		Vacuolating cytotoxin autotransporter
FHFNEIGL_00163	gene	vacA_1		
FHFNEIGL_00164	CDS			putative ABC transporter ATP-binding protein
FHFNEIGL_00164	gene			
FHFNEIGL_00165	CDS	hmuU		Hemin transport system permease protein HmuU
FHFNEIGL_00165	gene	hmuU		
FHFNEIGL_00166	CDS	fucT	2.4.1.152	Alpha-(1,3)-fucosyltransferase FucT
FHFNEIGL_00166	gene	fucT		
FHFNEIGL_00167	CDS			hypothetical protein
FHFNEIGL_00167	gene			
FHFNEIGL_00168	CDS	aspA	4.3.1.1	Aspartate ammonia-lyase
FHFNEIGL_00168	gene	aspA		
FHFNEIGL_00169	CDS	murA	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
FHFNEIGL_00169	gene	murA		
FHFNEIGL_00170	CDS	gtaB	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
FHFNEIGL_00170	gene	gtaB		
FHFNEIGL_00171	CDS	slt	4.2.2.-	Soluble lytic murein transglycosylase
FHFNEIGL_00171	gene	slt		
FHFNEIGL_00172	CDS			hypothetical protein
FHFNEIGL_00172	gene			
FHFNEIGL_00173	CDS			hypothetical protein
FHFNEIGL_00173	gene			
FHFNEIGL_00174	CDS	gltX1	6.1.1.17	Glutamate--tRNA ligase 1
FHFNEIGL_00174	gene	gltX1		
FHFNEIGL_00175	CDS	yfkO	1.-.-.-	Putative NAD(P)H nitroreductase YfkO
FHFNEIGL_00175	gene	yfkO		
FHFNEIGL_00176	CDS			hypothetical protein
FHFNEIGL_00176	gene			
FHFNEIGL_00177	CDS	cca	2.7.7.72	CCA-adding enzyme
FHFNEIGL_00177	gene	cca		
FHFNEIGL_00178	CDS	queC	6.3.4.20	7-cyano-7-deazaguanine synthase
FHFNEIGL_00178	gene	queC		
FHFNEIGL_00179	CDS			hypothetical protein
FHFNEIGL_00179	gene			
FHFNEIGL_00180	CDS			hypothetical protein
FHFNEIGL_00180	gene			
FHFNEIGL_00181	CDS			hypothetical protein
FHFNEIGL_00181	gene			
FHFNEIGL_00182	CDS			hypothetical protein
FHFNEIGL_00182	gene			
FHFNEIGL_00183	CDS	hybD	3.4.23.-	Hydrogenase 2 maturation protease
FHFNEIGL_00183	gene	hybD		
FHFNEIGL_00184	CDS	hydC		Quinone-reactive Ni/Fe-hydrogenase B-type cytochrome subunit
FHFNEIGL_00184	gene	hydC		
FHFNEIGL_00185	CDS	hydB	1.12.5.1	Quinone-reactive Ni/Fe-hydrogenase large chain
FHFNEIGL_00185	gene	hydB		
FHFNEIGL_00186	CDS	hydA_1	1.12.5.1	Quinone-reactive Ni/Fe-hydrogenase small chain
FHFNEIGL_00186	gene	hydA_1		
FHFNEIGL_00187	CDS	mdaB		Modulator of drug activity B
FHFNEIGL_00187	gene	mdaB		
FHFNEIGL_00188	CDS			hypothetical protein
FHFNEIGL_00188	gene			
FHFNEIGL_00189	CDS	hcpD	3.5.2.6	Putative beta-lactamase HcpD
FHFNEIGL_00189	gene	hcpD		
FHFNEIGL_00190	CDS	dapD	2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
FHFNEIGL_00190	gene	dapD		
FHFNEIGL_00191	CDS	ispG	1.17.7.3	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
FHFNEIGL_00191	gene	ispG		
FHFNEIGL_00192	CDS	dapL	2.6.1.83	LL-diaminopimelate aminotransferase
FHFNEIGL_00192	gene	dapL		
FHFNEIGL_00193	CDS	murC	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase
FHFNEIGL_00193	gene	murC		
FHFNEIGL_00194	CDS			hypothetical protein
FHFNEIGL_00194	gene			
FHFNEIGL_00195	CDS	mutS2_1	3.1.-.-	Endonuclease MutS2
FHFNEIGL_00195	gene	mutS2_1		
FHFNEIGL_00196	CDS	mutS2_2	3.1.-.-	Endonuclease MutS2
FHFNEIGL_00196	gene	mutS2_2		
FHFNEIGL_00197	CDS	mutS2_3	3.1.-.-	Endonuclease MutS2
FHFNEIGL_00197	gene	mutS2_3		
FHFNEIGL_00198	CDS	ppa	3.6.1.1	Inorganic pyrophosphatase
FHFNEIGL_00198	gene	ppa		
FHFNEIGL_00199	CDS			hypothetical protein
FHFNEIGL_00199	gene			
FHFNEIGL_00200	CDS			hypothetical protein
FHFNEIGL_00200	gene			
FHFNEIGL_00201	CDS	adk	2.7.4.3	Adenylate kinase
FHFNEIGL_00201	gene	adk		
FHFNEIGL_00202	CDS	aspS	6.1.1.23	Aspartate--tRNA(Asp/Asn) ligase
FHFNEIGL_00202	gene	aspS		
FHFNEIGL_00203	CDS	cheV_1		Chemotaxis protein CheV
FHFNEIGL_00203	gene	cheV_1		
FHFNEIGL_00204	CDS	ligA	6.5.1.2	DNA ligase
FHFNEIGL_00204	gene	ligA		
FHFNEIGL_00205	CDS			hypothetical protein
FHFNEIGL_00205	gene			
FHFNEIGL_00206	CDS	yxdL		ABC transporter ATP-binding protein YxdL
FHFNEIGL_00206	gene	yxdL		
FHFNEIGL_00207	CDS			hypothetical protein
FHFNEIGL_00207	gene			
FHFNEIGL_00208	CDS	vacA_2		Vacuolating cytotoxin autotransporter
FHFNEIGL_00208	gene	vacA_2		
FHFNEIGL_00209	CDS			hypothetical protein
FHFNEIGL_00209	gene			
FHFNEIGL_00210	CDS	mdtC		Multidrug resistance protein MdtC
FHFNEIGL_00210	gene	mdtC		
FHFNEIGL_00211	CDS	czcB		Cobalt-zinc-cadmium resistance protein CzcB
FHFNEIGL_00211	gene	czcB		
FHFNEIGL_00212	CDS			hypothetical protein
FHFNEIGL_00212	gene			
FHFNEIGL_00213	CDS	hemE	4.1.1.37	Uroporphyrinogen decarboxylase
FHFNEIGL_00213	gene	hemE		
FHFNEIGL_00214	CDS			hypothetical protein
FHFNEIGL_00214	gene			
FHFNEIGL_00215	CDS	nth_1	4.2.99.18	Endonuclease III
FHFNEIGL_00215	gene	nth_1		
FHFNEIGL_00216	CDS	flaA		Flagellin A
FHFNEIGL_00216	gene	flaA		
FHFNEIGL_00217	CDS			hypothetical protein
FHFNEIGL_00217	gene			
FHFNEIGL_00218	CDS			putative ABC transporter ATP-binding protein
FHFNEIGL_00218	gene			
FHFNEIGL_00219	CDS	mcpU		Methyl-accepting chemotaxis protein McpU
FHFNEIGL_00219	gene	mcpU		
FHFNEIGL_00220	CDS	bioF	2.3.1.47	8-amino-7-oxononanoate synthase 2
FHFNEIGL_00220	gene	bioF		
FHFNEIGL_00221	CDS	mrcA		Penicillin-binding protein 1A
FHFNEIGL_00221	gene	mrcA		
FHFNEIGL_00222	CDS			hypothetical protein
FHFNEIGL_00222	gene			
FHFNEIGL_00223	CDS	dsbB		Disulfide bond formation protein B
FHFNEIGL_00223	gene	dsbB		
FHFNEIGL_00224	CDS			hypothetical protein
FHFNEIGL_00224	gene			
FHFNEIGL_00225	CDS			hypothetical protein
FHFNEIGL_00225	gene			
FHFNEIGL_00226	CDS			hypothetical protein
FHFNEIGL_00226	gene			
FHFNEIGL_00227	CDS			hypothetical protein
FHFNEIGL_00227	gene			
FHFNEIGL_00228	CDS	korB	1.2.7.3	2-oxoglutarate oxidoreductase subunit KorB
FHFNEIGL_00228	gene	korB		
FHFNEIGL_00229	CDS	korA	1.2.7.3	2-oxoglutarate oxidoreductase subunit KorA
FHFNEIGL_00229	gene	korA		
FHFNEIGL_00230	CDS	hydA_2	1.12.7.2	Periplasmic [Fe] hydrogenase large subunit
FHFNEIGL_00230	gene	hydA_2		
FHFNEIGL_00231	CDS	mltG	4.2.2.-	Endolytic murein transglycosylase
FHFNEIGL_00231	gene	mltG		
FHFNEIGL_00232	CDS			hypothetical protein
FHFNEIGL_00232	gene			
FHFNEIGL_00233	CDS	feoA		Putative Fe(2+) transport protein A
FHFNEIGL_00233	gene	feoA		
FHFNEIGL_00234	CDS	nth_2	4.2.99.18	Endonuclease III
FHFNEIGL_00234	gene	nth_2		
FHFNEIGL_00235	CDS	fliN_1		Flagellar motor switch protein FliN
FHFNEIGL_00235	gene	fliN_1		
FHFNEIGL_00236	CDS			hypothetical protein
FHFNEIGL_00236	gene			
FHFNEIGL_00237	CDS			hypothetical protein
FHFNEIGL_00237	gene			
FHFNEIGL_00238	CDS	pyrC_1	3.5.2.3	Dihydroorotase
FHFNEIGL_00238	gene	pyrC_1		
FHFNEIGL_00239	CDS			hypothetical protein
FHFNEIGL_00239	gene			
FHFNEIGL_00240	CDS			hypothetical protein
FHFNEIGL_00240	gene			
FHFNEIGL_00241	CDS	mdoB	2.7.8.20	Phosphoglycerol transferase I
FHFNEIGL_00241	gene	mdoB		
FHFNEIGL_00242	CDS	folD		Bifunctional protein FolD protein
FHFNEIGL_00242	gene	folD		
FHFNEIGL_00243	CDS	lepB	3.4.21.89	Signal peptidase I
FHFNEIGL_00243	gene	lepB		
FHFNEIGL_00244	CDS			hypothetical protein
FHFNEIGL_00244	gene			
FHFNEIGL_00245	CDS	ywlF	5.3.1.-	Putative sugar phosphate isomerase YwlF
FHFNEIGL_00245	gene	ywlF		
FHFNEIGL_00246	CDS			hypothetical protein
FHFNEIGL_00246	gene			
FHFNEIGL_00247	CDS	apt	2.4.2.7	Adenine phosphoribosyltransferase
FHFNEIGL_00247	gene	apt		
FHFNEIGL_00248	CDS	yohD_1		Inner membrane protein YohD
FHFNEIGL_00248	gene	yohD_1		
FHFNEIGL_00249	CDS	pepA	3.4.11.1	Cytosol aminopeptidase
FHFNEIGL_00249	gene	pepA		
FHFNEIGL_00250	CDS	ychF		Ribosome-binding ATPase YchF
FHFNEIGL_00250	gene	ychF		
FHFNEIGL_00251	CDS	pqqE		Coenzyme PQQ synthesis protein E
FHFNEIGL_00251	gene	pqqE		
FHFNEIGL_00252	CDS			hypothetical protein
FHFNEIGL_00252	gene			
FHFNEIGL_00253	CDS	dapF	5.1.1.7	Diaminopimelate epimerase
FHFNEIGL_00253	gene	dapF		
FHFNEIGL_00254	CDS	rclC		Inner membrane protein RclC
FHFNEIGL_00254	gene	rclC		
FHFNEIGL_00255	CDS			hypothetical protein
FHFNEIGL_00255	gene			
FHFNEIGL_00256	CDS			hypothetical protein
FHFNEIGL_00256	gene			
