locus_tag	ftype	gene	EC_number	product
IENJPBOG_00092	CDS	uvrC		UvrABC system protein C
IENJPBOG_00092	gene	uvrC		
IENJPBOG_00093	CDS			hypothetical protein
IENJPBOG_00093	gene			
IENJPBOG_00094	CDS	opuBA		Choline transport ATP-binding protein OpuBA
IENJPBOG_00094	gene	opuBA		
IENJPBOG_00095	CDS	opuCC		Glycine betaine/carnitine/choline-binding protein OpuCC
IENJPBOG_00095	gene	opuCC		
IENJPBOG_00096	CDS			hypothetical protein
IENJPBOG_00096	gene			
IENJPBOG_00097	CDS	motB		Motility protein B
IENJPBOG_00097	gene	motB		
IENJPBOG_00098	CDS	pomA		Chemotaxis protein PomA
IENJPBOG_00098	gene	pomA		
IENJPBOG_00099	CDS	moeZ		putative adenylyltransferase/sulfurtransferase MoeZ
IENJPBOG_00099	gene	moeZ		
IENJPBOG_00100	CDS	gloC	3.1.2.6	Hydroxyacylglutathione hydrolase GloC
IENJPBOG_00100	gene	gloC		
IENJPBOG_00101	CDS			hypothetical protein
IENJPBOG_00101	gene			
IENJPBOG_00102	CDS			hypothetical protein
IENJPBOG_00102	gene			
IENJPBOG_00103	CDS			hypothetical protein
IENJPBOG_00103	gene			
IENJPBOG_00104	CDS	rsmD	2.1.1.171	Ribosomal RNA small subunit methyltransferase D
IENJPBOG_00104	gene	rsmD		
IENJPBOG_00105	CDS			hypothetical protein
IENJPBOG_00105	gene			
IENJPBOG_00106	CDS	acpS	2.7.8.7	Holo-[acyl-carrier-protein] synthase
IENJPBOG_00106	gene	acpS		
IENJPBOG_00107	CDS	fecA_1		Fe(3+) dicitrate transport protein FecA
IENJPBOG_00107	gene	fecA_1		
IENJPBOG_00108	CDS			hypothetical protein
IENJPBOG_00108	gene			
IENJPBOG_00109	CDS			hypothetical protein
IENJPBOG_00109	gene			
IENJPBOG_00110	CDS	ribBA		Riboflavin biosynthesis protein RibBA
IENJPBOG_00110	gene	ribBA		
IENJPBOG_00111	CDS			hypothetical protein
IENJPBOG_00111	gene			
IENJPBOG_00112	CDS	ribA	3.5.4.25	GTP cyclohydrolase-2
IENJPBOG_00112	gene	ribA		
IENJPBOG_00113	CDS			hypothetical protein
IENJPBOG_00113	gene			
IENJPBOG_00114	CDS	moaE	2.8.1.12	Molybdopterin synthase catalytic subunit
IENJPBOG_00114	gene	moaE		
IENJPBOG_00115	CDS	mog	2.7.7.75	Molybdopterin adenylyltransferase
IENJPBOG_00115	gene	mog		
IENJPBOG_00116	CDS	moaC	4.6.1.17	Cyclic pyranopterin monophosphate synthase
IENJPBOG_00116	gene	moaC		
IENJPBOG_00117	CDS			hypothetical protein
IENJPBOG_00117	gene			
IENJPBOG_00118	CDS			hypothetical protein
IENJPBOG_00118	gene			
IENJPBOG_00119	CDS	tig	5.2.1.8	Trigger factor
IENJPBOG_00119	gene	tig		
IENJPBOG_00120	CDS	clpP	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
IENJPBOG_00120	gene	clpP		
IENJPBOG_00121	CDS	def	3.5.1.88	Peptide deformylase
IENJPBOG_00121	gene	def		
IENJPBOG_00122	CDS	comM		Competence protein ComM
IENJPBOG_00122	gene	comM		
IENJPBOG_00123	CDS	cadA	3.6.3.3	Cadmium, zinc and cobalt-transporting ATPase
IENJPBOG_00123	gene	cadA		
IENJPBOG_00124	CDS	tsaA	1.11.1.15	putative peroxiredoxin
IENJPBOG_00124	gene	tsaA		
IENJPBOG_00125	CDS	metQ		D-methionine-binding lipoprotein MetQ
IENJPBOG_00125	gene	metQ		
IENJPBOG_00126	CDS	mrdA	3.4.16.4	Peptidoglycan D,D-transpeptidase MrdA
IENJPBOG_00126	gene	mrdA		
IENJPBOG_00127	CDS			hypothetical protein
IENJPBOG_00127	gene			
IENJPBOG_00128	CDS	engB		putative GTP-binding protein EngB
IENJPBOG_00128	gene	engB		
IENJPBOG_00129	CDS	lptA		Lipopolysaccharide export system protein LptA
IENJPBOG_00129	gene	lptA		
IENJPBOG_00130	CDS			hypothetical protein
IENJPBOG_00130	gene			
IENJPBOG_00131	CDS	kdsC	3.1.3.45	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
IENJPBOG_00131	gene	kdsC		
IENJPBOG_00132	CDS	rlpA	4.2.2.-	Endolytic peptidoglycan transglycosylase RlpA
IENJPBOG_00132	gene	rlpA		
IENJPBOG_00133	CDS	mltD	4.2.2.-	Membrane-bound lytic murein transglycosylase D
IENJPBOG_00133	gene	mltD		
IENJPBOG_00134	CDS	ycfH	3.1.-.-	putative metal-dependent hydrolase YcfH
IENJPBOG_00134	gene	ycfH		
IENJPBOG_00135	CDS	ribE	2.5.1.9	Riboflavin synthase
IENJPBOG_00135	gene	ribE		
IENJPBOG_00136	CDS	flhB_1		Flagellar biosynthetic protein FlhB
IENJPBOG_00136	gene	flhB_1		
IENJPBOG_00137	CDS	metN	3.6.3.-	Methionine import ATP-binding protein MetN
IENJPBOG_00137	gene	metN		
IENJPBOG_00138	CDS	metI		D-methionine transport system permease protein MetI
IENJPBOG_00138	gene	metI		
IENJPBOG_00139	CDS			hypothetical protein
IENJPBOG_00139	gene			
IENJPBOG_00140	CDS			hypothetical protein
IENJPBOG_00140	gene			
IENJPBOG_00141	CDS	lpxE_1	3.1.-.-	Lipid A 1-phosphatase
IENJPBOG_00141	gene	lpxE_1		
IENJPBOG_00142	CDS	tagO	2.7.8.33	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
IENJPBOG_00142	gene	tagO		
IENJPBOG_00143	CDS	pdxJ	2.6.99.2	Pyridoxine 5'-phosphate synthase
IENJPBOG_00143	gene	pdxJ		
IENJPBOG_00144	CDS	pdxA	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase
IENJPBOG_00144	gene	pdxA		
IENJPBOG_00145	CDS	tsaD	2.3.1.234	tRNA N6-adenosine threonylcarbamoyltransferase
IENJPBOG_00145	gene	tsaD		
IENJPBOG_00146	CDS	flgG_1		Flagellar basal-body rod protein FlgG
IENJPBOG_00146	gene	flgG_1		
IENJPBOG_00147	CDS			hypothetical protein
IENJPBOG_00147	gene			
IENJPBOG_00148	CDS			hypothetical protein
IENJPBOG_00148	gene			
IENJPBOG_00149	CDS			hypothetical protein
IENJPBOG_00149	gene			
IENJPBOG_00150	CDS			hypothetical protein
IENJPBOG_00150	gene			
IENJPBOG_00151	CDS			hypothetical protein
IENJPBOG_00151	gene			
IENJPBOG_00152	CDS	nusB		N utilization substance protein B 
IENJPBOG_00152	gene	nusB		
IENJPBOG_00153	CDS	ribH	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
IENJPBOG_00153	gene	ribH		
IENJPBOG_00154	CDS	kdsA	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase
IENJPBOG_00154	gene	kdsA		
IENJPBOG_00155	CDS	cynT	4.2.1.1	Carbonic anhydrase 1
IENJPBOG_00155	gene	cynT		
IENJPBOG_00156	CDS	pyrF	4.1.1.23	Orotidine 5'-phosphate decarboxylase
IENJPBOG_00156	gene	pyrF		
IENJPBOG_00157	CDS	panC	6.3.2.1	Pantothenate synthetase
IENJPBOG_00157	gene	panC		
IENJPBOG_00158	tRNA			tRNA-Glu(ttc)
IENJPBOG_00158	gene			
IENJPBOG_00159	tRNA			tRNA-Asp(gtc)
IENJPBOG_00159	gene			
IENJPBOG_00160	tRNA			tRNA-Val(tac)
IENJPBOG_00160	gene			
IENJPBOG_00161	tRNA			tRNA-Glu(ttc)
IENJPBOG_00161	gene			
IENJPBOG_00162	tRNA			tRNA-Lys(ttt)
IENJPBOG_00162	gene			
IENJPBOG_00163	CDS			hypothetical protein
IENJPBOG_00163	gene			
IENJPBOG_00164	CDS	groL		60 kDa chaperonin
IENJPBOG_00164	gene	groL		
IENJPBOG_00165	CDS	groS		10 kDa chaperonin
IENJPBOG_00165	gene	groS		
IENJPBOG_00166	CDS	dnaG	2.7.7.-	DNA primase
IENJPBOG_00166	gene	dnaG		
IENJPBOG_00167	CDS	mnmA_1	2.8.1.-	tRNA-specific 2-thiouridylase MnmA
IENJPBOG_00167	gene	mnmA_1		
IENJPBOG_00168	CDS			hypothetical protein
IENJPBOG_00168	gene			
IENJPBOG_00169	CDS			hypothetical protein
IENJPBOG_00169	gene			
IENJPBOG_00170	CDS			hypothetical protein
IENJPBOG_00170	gene			
IENJPBOG_00171	CDS	virB4_1		Type IV secretion system protein virB4
IENJPBOG_00171	gene	virB4_1		
IENJPBOG_00172	CDS			hypothetical protein
IENJPBOG_00172	gene			
IENJPBOG_00173	CDS	cheV_1		Chemotaxis protein CheV
IENJPBOG_00173	gene	cheV_1		
IENJPBOG_00174	CDS	nspC	4.1.1.96	Carboxynorspermidine/carboxyspermidine decarboxylase
IENJPBOG_00174	gene	nspC		
IENJPBOG_00175	CDS	lpxE_2	3.1.-.-	Lipid A 1-phosphatase
IENJPBOG_00175	gene	lpxE_2		
IENJPBOG_00176	CDS	eptA	2.7.-.-	Phosphoethanolamine transferase EptA
IENJPBOG_00176	gene	eptA		
IENJPBOG_00177	CDS			hypothetical protein
IENJPBOG_00177	gene			
IENJPBOG_00178	CDS	aarA	2.3.3.16	Citrate synthase
IENJPBOG_00178	gene	aarA		
IENJPBOG_00179	CDS	icd	1.1.1.42	Isocitrate dehydrogenase [NADP]
IENJPBOG_00179	gene	icd		
IENJPBOG_00180	CDS			hypothetical protein
IENJPBOG_00180	gene			
IENJPBOG_00181	CDS	bioD	6.3.3.3	ATP-dependent dethiobiotin synthetase BioD
IENJPBOG_00181	gene	bioD		
IENJPBOG_00182	CDS			hypothetical protein
IENJPBOG_00182	gene			
IENJPBOG_00183	CDS			hypothetical protein
IENJPBOG_00183	gene			
IENJPBOG_00184	CDS	clpS		ATP-dependent Clp protease adapter protein ClpS
IENJPBOG_00184	gene	clpS		
IENJPBOG_00185	CDS	clpA		ATP-dependent Clp protease ATP-binding subunit ClpA
IENJPBOG_00185	gene	clpA		
IENJPBOG_00186	CDS	panD	4.1.1.11	Aspartate 1-decarboxylase
IENJPBOG_00186	gene	panD		
IENJPBOG_00187	CDS			Nucleoid-associated protein
IENJPBOG_00187	gene			
IENJPBOG_00188	CDS			hypothetical protein
IENJPBOG_00188	gene			
IENJPBOG_00189	CDS			hypothetical protein
IENJPBOG_00189	gene			
IENJPBOG_00190	CDS			hypothetical protein
IENJPBOG_00190	gene			
IENJPBOG_00191	CDS			hypothetical protein
IENJPBOG_00191	gene			
IENJPBOG_00192	CDS	ptlG		Type IV secretion system protein PtlG
IENJPBOG_00192	gene	ptlG		
IENJPBOG_00193	CDS	algA		Alginate biosynthesis protein AlgA
IENJPBOG_00193	gene	algA		
IENJPBOG_00194	CDS	gmd	4.2.1.47	GDP-mannose 4,6-dehydratase
IENJPBOG_00194	gene	gmd		
IENJPBOG_00195	CDS	colC	1.1.1.356	GDP-L-colitose synthase
IENJPBOG_00195	gene	colC		
IENJPBOG_00196	CDS	hypE		Hydrogenase isoenzymes formation protein HypE
IENJPBOG_00196	gene	hypE		
IENJPBOG_00197	CDS	hypF	2.1.3.-	Carbamoyltransferase HypF
IENJPBOG_00197	gene	hypF		
IENJPBOG_00198	CDS	aguA	3.5.3.12	Agmatine deiminase
IENJPBOG_00198	gene	aguA		
IENJPBOG_00199	CDS	dpnA_1	2.1.1.72	Modification methylase DpnIIB
IENJPBOG_00199	gene	dpnA_1		
IENJPBOG_00200	CDS	bspRIM	2.1.1.37	Modification methylase BspRI
IENJPBOG_00200	gene	bspRIM		
IENJPBOG_00201	CDS			hypothetical protein
IENJPBOG_00201	gene			
IENJPBOG_00202	CDS			hypothetical protein
IENJPBOG_00202	gene			
IENJPBOG_00203	CDS			hypothetical protein
IENJPBOG_00203	gene			
IENJPBOG_00204	CDS	haeIIIM	2.1.1.37	Modification methylase HaeIII
IENJPBOG_00204	gene	haeIIIM		
IENJPBOG_00205	CDS	putP		High-affinity proline transporter PutP
IENJPBOG_00205	gene	putP		
IENJPBOG_00206	CDS	rocA1	1.2.1.88	1-pyrroline-5-carboxylate dehydrogenase 1
IENJPBOG_00206	gene	rocA1		
IENJPBOG_00207	CDS			hypothetical protein
IENJPBOG_00207	gene			
IENJPBOG_00208	CDS			hypothetical protein
IENJPBOG_00208	gene			
IENJPBOG_00209	CDS	smc_1		Chromosome partition protein Smc
IENJPBOG_00209	gene	smc_1		
IENJPBOG_00210	CDS			hypothetical protein
IENJPBOG_00210	gene			
IENJPBOG_00211	CDS			hypothetical protein
IENJPBOG_00211	gene			
IENJPBOG_00212	CDS			hypothetical protein
IENJPBOG_00212	gene			
IENJPBOG_00213	CDS			hypothetical protein
IENJPBOG_00213	gene			
IENJPBOG_00214	CDS			hypothetical protein
IENJPBOG_00214	gene			
IENJPBOG_00215	CDS			hypothetical protein
IENJPBOG_00215	gene			
IENJPBOG_00216	CDS	ftsK		DNA translocase FtsK
IENJPBOG_00216	gene	ftsK		
IENJPBOG_00217	CDS	ureH		Urease accessory protein UreH
IENJPBOG_00217	gene	ureH		
IENJPBOG_00218	CDS	ureG		Urease accessory protein UreG
IENJPBOG_00218	gene	ureG		
IENJPBOG_00219	CDS	ureF		Urease accessory protein UreF
IENJPBOG_00219	gene	ureF		
IENJPBOG_00220	CDS	ureE		Urease accessory protein UreE
IENJPBOG_00220	gene	ureE		
IENJPBOG_00221	CDS	ureI		Acid-activated urea channel
IENJPBOG_00221	gene	ureI		
IENJPBOG_00222	CDS	ureB	3.5.1.5	Urease subunit beta
IENJPBOG_00222	gene	ureB		
IENJPBOG_00223	CDS	ureA	3.5.1.5	Urease subunit alpha
IENJPBOG_00223	gene	ureA		
IENJPBOG_00224	tRNA			tRNA-Val(gac)
IENJPBOG_00224	gene			
IENJPBOG_00225	CDS	lspA	3.4.23.36	Lipoprotein signal peptidase
IENJPBOG_00225	gene	lspA		
IENJPBOG_00226	CDS	glmM	5.4.2.10	Phosphoglucosamine mutase
IENJPBOG_00226	gene	glmM		
IENJPBOG_00227	CDS	rpsT		30S ribosomal protein S20
IENJPBOG_00227	gene	rpsT		
IENJPBOG_00228	CDS	prfA		Peptide chain release factor RF1
IENJPBOG_00228	gene	prfA		
IENJPBOG_00229	CDS			hypothetical protein
IENJPBOG_00229	gene			
IENJPBOG_00230	CDS			hypothetical protein
IENJPBOG_00230	gene			
IENJPBOG_00231	CDS			hypothetical protein
IENJPBOG_00231	gene			
IENJPBOG_00232	CDS	pctB		Methyl-accepting chemotaxis protein PctB
IENJPBOG_00232	gene	pctB		
IENJPBOG_00233	CDS	rpsI		30S ribosomal protein S9
IENJPBOG_00233	gene	rpsI		
IENJPBOG_00234	CDS	rplM		50S ribosomal protein L13
IENJPBOG_00234	gene	rplM		
IENJPBOG_00235	CDS			hypothetical protein
IENJPBOG_00235	gene			
IENJPBOG_00236	CDS	mqo	1.1.5.4	Malate:quinone oxidoreductase
IENJPBOG_00236	gene	mqo		
IENJPBOG_00237	CDS			hypothetical protein
IENJPBOG_00237	gene			
IENJPBOG_00238	CDS	rpoD		RNA polymerase sigma factor RpoD
IENJPBOG_00238	gene	rpoD		
IENJPBOG_00239	CDS	mtnN	3.2.2.30	Aminodeoxyfutalosine nucleosidase
IENJPBOG_00239	gene	mtnN		
IENJPBOG_00240	CDS	fenF	2.3.1.39	Malonyl CoA-acyl carrier protein transacylase
IENJPBOG_00240	gene	fenF		
IENJPBOG_00241	tRNA			tRNA-Ser(gct)
IENJPBOG_00241	gene			
IENJPBOG_00242	CDS	mboIR	3.1.21.4	Type-2 restriction enzyme MboI
IENJPBOG_00242	gene	mboIR		
IENJPBOG_00243	CDS	dpnA_2	2.1.1.72	Modification methylase DpnIIB
IENJPBOG_00243	gene	dpnA_2		
IENJPBOG_00244	CDS	wbnK	2.4.1.308	O-antigen biosynthesis glycosyltransferase WbnK
IENJPBOG_00244	gene	wbnK		
IENJPBOG_00245	CDS	thyX	2.1.1.148	Flavin-dependent thymidylate synthase
IENJPBOG_00245	gene	thyX		
IENJPBOG_00246	CDS	glmS	2.6.1.16	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IENJPBOG_00246	gene	glmS		
IENJPBOG_00247	CDS			hypothetical protein
IENJPBOG_00247	gene			
IENJPBOG_00248	CDS	mqnB	3.2.2.26	Futalosine hydrolase
IENJPBOG_00248	gene	mqnB		
IENJPBOG_00249	CDS	dnaA		Chromosomal replication initiator protein DnaA
IENJPBOG_00249	gene	dnaA		
IENJPBOG_00250	CDS			hypothetical protein
IENJPBOG_00250	gene			
IENJPBOG_00251	tRNA			tRNA-Phe(gaa)
IENJPBOG_00251	gene			
IENJPBOG_00252	CDS	exoA	3.1.11.2	Exodeoxyribonuclease
IENJPBOG_00252	gene	exoA		
IENJPBOG_00253	CDS			hypothetical protein
IENJPBOG_00253	gene			
IENJPBOG_00254	CDS			hypothetical protein
IENJPBOG_00254	gene			
IENJPBOG_00255	CDS	recG	3.6.4.12	ATP-dependent DNA helicase RecG
IENJPBOG_00255	gene	recG		
IENJPBOG_00256	CDS			hypothetical protein
IENJPBOG_00256	gene			
IENJPBOG_00257	CDS			hypothetical protein
IENJPBOG_00257	gene			
IENJPBOG_00258	CDS			hypothetical protein
IENJPBOG_00258	gene			
IENJPBOG_00259	CDS			hypothetical protein
IENJPBOG_00259	gene			
IENJPBOG_00260	CDS			hypothetical protein
IENJPBOG_00260	gene			
IENJPBOG_00261	CDS			hypothetical protein
IENJPBOG_00261	gene			
IENJPBOG_00262	CDS	paeR7IM	2.1.1.72	Modification methylase PaeR7I
IENJPBOG_00262	gene	paeR7IM		
IENJPBOG_00263	CDS			hypothetical protein
IENJPBOG_00263	gene			
IENJPBOG_00264	CDS	nusA		Transcription termination/antitermination protein NusA
IENJPBOG_00264	gene	nusA		
IENJPBOG_00265	CDS	selA	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase
IENJPBOG_00265	gene	selA		
IENJPBOG_00266	CDS	bhuA_1		Heme transporter BhuA
IENJPBOG_00266	gene	bhuA_1		
IENJPBOG_00267	CDS			hypothetical protein
IENJPBOG_00267	gene			
IENJPBOG_00268	CDS			hypothetical protein
IENJPBOG_00268	gene			
IENJPBOG_00269	CDS	plsY	2.3.1.-	Glycerol-3-phosphate acyltransferase
IENJPBOG_00269	gene	plsY		
IENJPBOG_00270	CDS	yccM		Putative electron transport protein YccM
IENJPBOG_00270	gene	yccM		
