locus_tag	ftype	gene	EC_number	product
PDJHNNAA_00042	CDS	cysP		Sulfate permease CysP
PDJHNNAA_00042	gene	cysP		
PDJHNNAA_00043	CDS	corC		Magnesium and cobalt efflux protein CorC
PDJHNNAA_00043	gene	corC		
PDJHNNAA_00044	CDS			hypothetical protein
PDJHNNAA_00044	gene			
PDJHNNAA_00045	CDS	mdtN		Multidrug resistance protein MdtN
PDJHNNAA_00045	gene	mdtN		
PDJHNNAA_00046	CDS			hypothetical protein
PDJHNNAA_00046	gene			
PDJHNNAA_00047	CDS	ybhS		Inner membrane transport permease YbhS
PDJHNNAA_00047	gene	ybhS		
PDJHNNAA_00048	CDS	yigZ		IMPACT family member YigZ
PDJHNNAA_00048	gene	yigZ		
PDJHNNAA_00049	CDS			hypothetical protein
PDJHNNAA_00049	gene			
PDJHNNAA_00050	CDS	menG	2.1.1.163	Demethylmenaquinone methyltransferase
PDJHNNAA_00050	gene	menG		
PDJHNNAA_00051	CDS	xseB	3.1.11.6	Exodeoxyribonuclease 7 small subunit
PDJHNNAA_00051	gene	xseB		
PDJHNNAA_00052	CDS			hypothetical protein
PDJHNNAA_00052	gene			
PDJHNNAA_00053	CDS	serS	6.1.1.11	Serine--tRNA ligase
PDJHNNAA_00053	gene	serS		
PDJHNNAA_00054	CDS			hypothetical protein
PDJHNNAA_00054	gene			
PDJHNNAA_00055	CDS	pcrA	3.6.4.12	ATP-dependent DNA helicase PcrA
PDJHNNAA_00055	gene	pcrA		
PDJHNNAA_00056	CDS			hypothetical protein
PDJHNNAA_00056	gene			
PDJHNNAA_00057	CDS	ubiX	2.5.1.129	Flavin prenyltransferase UbiX
PDJHNNAA_00057	gene	ubiX		
PDJHNNAA_00058	CDS	coaD	2.7.7.3	Phosphopantetheine adenylyltransferase
PDJHNNAA_00058	gene	coaD		
PDJHNNAA_00059	CDS	tmk	2.7.4.9	Thymidylate kinase
PDJHNNAA_00059	gene	tmk		
PDJHNNAA_00060	CDS			hypothetical protein
PDJHNNAA_00060	gene			
PDJHNNAA_00061	CDS	bcgIA	3.1.21.-	Restriction enzyme BgcI subunit alpha
PDJHNNAA_00061	gene	bcgIA		
PDJHNNAA_00062	CDS	bcgIB	3.1.21.-	Restriction enzyme BgcI subunit beta
PDJHNNAA_00062	gene	bcgIB		
PDJHNNAA_00063	CDS	polA	2.7.7.7	DNA polymerase I, thermostable
PDJHNNAA_00063	gene	polA		
PDJHNNAA_00064	CDS			hypothetical protein
PDJHNNAA_00064	gene			
PDJHNNAA_00065	CDS	ilvE	2.6.1.42	Branched-chain-amino-acid transaminase 1
PDJHNNAA_00065	gene	ilvE		
PDJHNNAA_00066	CDS			hypothetical protein
PDJHNNAA_00066	gene			
PDJHNNAA_00067	CDS	mlaE		putative phospholipid ABC transporter permease protein MlaE
PDJHNNAA_00067	gene	mlaE		
PDJHNNAA_00068	CDS	metN2	3.6.3.-	Methionine import ATP-binding protein MetN 2
PDJHNNAA_00068	gene	metN2		
PDJHNNAA_00069	CDS			hypothetical protein
PDJHNNAA_00069	gene			
PDJHNNAA_00070	CDS			hypothetical protein
PDJHNNAA_00070	gene			
PDJHNNAA_00071	CDS			hypothetical protein
PDJHNNAA_00071	gene			
PDJHNNAA_00072	CDS	ccpA	1.11.1.5	Cytochrome c551 peroxidase
PDJHNNAA_00072	gene	ccpA		
PDJHNNAA_00073	CDS	dnaE	2.7.7.7	DNA polymerase III subunit alpha
PDJHNNAA_00073	gene	dnaE		
PDJHNNAA_00074	CDS	rluB	5.4.99.22	Ribosomal large subunit pseudouridine synthase B
PDJHNNAA_00074	gene	rluB		
PDJHNNAA_00075	CDS	trxA_1		Thioredoxin
PDJHNNAA_00075	gene	trxA_1		
PDJHNNAA_00076	CDS			hypothetical protein
PDJHNNAA_00076	gene			
PDJHNNAA_00077	CDS			LPP20 lipoprotein
PDJHNNAA_00077	gene			
PDJHNNAA_00078	CDS			hypothetical protein
PDJHNNAA_00078	gene			
PDJHNNAA_00079	CDS			hypothetical protein
PDJHNNAA_00079	gene			
PDJHNNAA_00080	CDS			hypothetical protein
PDJHNNAA_00080	gene			
PDJHNNAA_00081	CDS	mnmE	3.6.5.-	tRNA modification GTPase MnmE
PDJHNNAA_00081	gene	mnmE		
PDJHNNAA_00082	CDS			hypothetical protein
PDJHNNAA_00082	gene			
PDJHNNAA_00083	CDS	yidC		Membrane protein insertase YidC
PDJHNNAA_00083	gene	yidC		
PDJHNNAA_00084	CDS	rnpA	3.1.26.5	Ribonuclease P protein component
PDJHNNAA_00084	gene	rnpA		
PDJHNNAA_00085	CDS	exbD_1		Biopolymer transport protein ExbD
PDJHNNAA_00085	gene	exbD_1		
PDJHNNAA_00086	CDS	exbB_1		Biopolymer transport protein ExbB
PDJHNNAA_00086	gene	exbB_1		
PDJHNNAA_00087	CDS	smpB		SsrA-binding protein
PDJHNNAA_00087	gene	smpB		
PDJHNNAA_00088	CDS	ispE	2.7.1.148	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
PDJHNNAA_00088	gene	ispE		
PDJHNNAA_00089	CDS	csrA		Carbon storage regulator 
PDJHNNAA_00089	gene	csrA		
PDJHNNAA_00090	CDS	ppiB	5.2.1.8	Peptidyl-prolyl cis-trans isomerase B
PDJHNNAA_00090	gene	ppiB		
PDJHNNAA_00091	CDS			hypothetical protein
PDJHNNAA_00091	gene			
PDJHNNAA_00092	CDS	nadC	2.4.2.19	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
PDJHNNAA_00092	gene	nadC		
PDJHNNAA_00093	CDS	nadA	2.5.1.72	Quinolinate synthase A
PDJHNNAA_00093	gene	nadA		
PDJHNNAA_00094	CDS	psd	4.1.1.65	Phosphatidylserine decarboxylase proenzyme
PDJHNNAA_00094	gene	psd		
PDJHNNAA_00095	CDS			hypothetical protein
PDJHNNAA_00095	gene			
PDJHNNAA_00096	CDS			hypothetical protein
PDJHNNAA_00096	gene			
PDJHNNAA_00097	CDS	plqA	2.5.1.-	4-hydroxybenzoate solanesyltransferase
PDJHNNAA_00097	gene	plqA		
PDJHNNAA_00098	CDS			hypothetical protein
PDJHNNAA_00098	gene			
PDJHNNAA_00099	CDS	dnaB	3.6.4.12	Replicative DNA helicase
PDJHNNAA_00099	gene	dnaB		
PDJHNNAA_00100	CDS	nnr		Bifunctional NAD(P)H-hydrate repair enzyme Nnr
PDJHNNAA_00100	gene	nnr		
PDJHNNAA_00101	CDS	senX3	2.7.13.3	Signal-transduction histidine kinase senX3
PDJHNNAA_00101	gene	senX3		
PDJHNNAA_00102	CDS	qseB		Transcriptional regulatory protein QseB
PDJHNNAA_00102	gene	qseB		
PDJHNNAA_00103	CDS	mboIIR	3.1.21.4	Type-2 restriction enzyme MboII
PDJHNNAA_00103	gene	mboIIR		
PDJHNNAA_00104	CDS	mboIIM	2.1.1.72	Modification methylase MboII
PDJHNNAA_00104	gene	mboIIM		
PDJHNNAA_00105	CDS	rsrIM	2.1.1.72	Modification methylase RsrI
PDJHNNAA_00105	gene	rsrIM		
PDJHNNAA_00106	CDS			hypothetical protein
PDJHNNAA_00106	gene			
PDJHNNAA_00107	CDS	dpnA_1	2.1.1.72	Modification methylase DpnIIB
PDJHNNAA_00107	gene	dpnA_1		
PDJHNNAA_00108	CDS			hypothetical protein
PDJHNNAA_00108	gene			
PDJHNNAA_00109	CDS			hypothetical protein
PDJHNNAA_00109	gene			
PDJHNNAA_00110	CDS	mreB		Rod shape-determining protein MreB
PDJHNNAA_00110	gene	mreB		
PDJHNNAA_00111	CDS	clpX		ATP-dependent Clp protease ATP-binding subunit ClpX
PDJHNNAA_00111	gene	clpX		
PDJHNNAA_00112	CDS	lpxA	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
PDJHNNAA_00112	gene	lpxA		
PDJHNNAA_00113	CDS	fabZ	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PDJHNNAA_00113	gene	fabZ		
PDJHNNAA_00114	CDS	fliW2		Flagellar assembly factor FliW 2
PDJHNNAA_00114	gene	fliW2		
PDJHNNAA_00115	CDS	bamD		Outer membrane protein assembly factor BamD
PDJHNNAA_00115	gene	bamD		
PDJHNNAA_00116	CDS	lon	3.4.21.53	Lon protease
PDJHNNAA_00116	gene	lon		
PDJHNNAA_00117	CDS	tyrA_1	1.3.1.12	Prephenate dehydrogenase
PDJHNNAA_00117	gene	tyrA_1		
PDJHNNAA_00118	CDS			hypothetical protein
PDJHNNAA_00118	gene			
PDJHNNAA_00119	CDS			hypothetical protein
PDJHNNAA_00119	gene			
PDJHNNAA_00120	CDS			hypothetical protein
PDJHNNAA_00120	gene			
PDJHNNAA_00121	CDS	fbp	3.1.3.11	Fructose-1,6-bisphosphatase class 1
PDJHNNAA_00121	gene	fbp		
PDJHNNAA_00122	CDS	rpe	5.1.3.1	Ribulose-phosphate 3-epimerase
PDJHNNAA_00122	gene	rpe		
PDJHNNAA_00123	CDS	polC	2.7.7.7	DNA polymerase III PolC-type
PDJHNNAA_00123	gene	polC		
PDJHNNAA_00124	CDS			hypothetical protein
PDJHNNAA_00124	gene			
PDJHNNAA_00125	CDS			hypothetical protein
PDJHNNAA_00125	gene			
PDJHNNAA_00126	CDS			hypothetical protein
PDJHNNAA_00126	gene			
PDJHNNAA_00127	CDS			hypothetical protein
PDJHNNAA_00127	gene			
PDJHNNAA_00128	CDS			hypothetical protein
PDJHNNAA_00128	gene			
PDJHNNAA_00129	CDS			hypothetical protein
PDJHNNAA_00129	gene			
PDJHNNAA_00130	CDS	recN		DNA repair protein RecN
PDJHNNAA_00130	gene	recN		
PDJHNNAA_00131	CDS	nadK	2.7.1.23	NAD kinase
PDJHNNAA_00131	gene	nadK		
PDJHNNAA_00132	CDS			hypothetical protein
PDJHNNAA_00132	gene			
PDJHNNAA_00133	CDS			hypothetical protein
PDJHNNAA_00133	gene			
PDJHNNAA_00134	CDS			hypothetical protein
PDJHNNAA_00134	gene			
PDJHNNAA_00135	CDS	ald	1.4.1.1	Alanine dehydrogenase
PDJHNNAA_00135	gene	ald		
PDJHNNAA_00136	CDS	rocF	3.5.3.1	Arginase
PDJHNNAA_00136	gene	rocF		
PDJHNNAA_00137	CDS	fecA_1		Fe(3+) dicitrate transport protein FecA
PDJHNNAA_00137	gene	fecA_1		
PDJHNNAA_00138	CDS			hypothetical protein
PDJHNNAA_00138	gene			
PDJHNNAA_00139	CDS	hsdR_1	3.1.21.3	Type-1 restriction enzyme R protein
PDJHNNAA_00139	gene	hsdR_1		
PDJHNNAA_00140	CDS	hsdM	2.1.1.72	Type I restriction enzyme EcoKI M protein
PDJHNNAA_00140	gene	hsdM		
PDJHNNAA_00141	CDS			hypothetical protein
PDJHNNAA_00141	gene			
PDJHNNAA_00142	CDS	bioB	2.8.1.6	Biotin synthase
PDJHNNAA_00142	gene	bioB		
PDJHNNAA_00143	CDS			hypothetical protein
PDJHNNAA_00143	gene			
PDJHNNAA_00144	CDS			hypothetical protein
PDJHNNAA_00144	gene			
PDJHNNAA_00145	CDS	dusC	1.3.1.-	tRNA-dihydrouridine(16) synthase
PDJHNNAA_00145	gene	dusC		
PDJHNNAA_00146	CDS	tilS	6.3.4.19	tRNA(Ile)-lysidine synthase
PDJHNNAA_00146	gene	tilS		
PDJHNNAA_00147	CDS			hypothetical protein
PDJHNNAA_00147	gene			
PDJHNNAA_00148	CDS			hypothetical protein
PDJHNNAA_00148	gene			
PDJHNNAA_00149	CDS			hypothetical protein
PDJHNNAA_00149	gene			
PDJHNNAA_00150	CDS			hypothetical protein
PDJHNNAA_00150	gene			
PDJHNNAA_00151	CDS	rimO	2.8.4.4	Ribosomal protein S12 methylthiotransferase RimO
PDJHNNAA_00151	gene	rimO		
PDJHNNAA_00152	CDS	gpt	2.4.2.22	Xanthine phosphoribosyltransferase
PDJHNNAA_00152	gene	gpt		
PDJHNNAA_00153	CDS		2.6.1.51	Serine-pyruvate aminotransferase
PDJHNNAA_00153	gene			
PDJHNNAA_00154	CDS	pgpA	3.1.3.27	Phosphatidylglycerophosphatase A
PDJHNNAA_00154	gene	pgpA		
PDJHNNAA_00155	CDS	ddl	6.3.2.4	D-alanine--D-alanine ligase
PDJHNNAA_00155	gene	ddl		
PDJHNNAA_00156	CDS	menH	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PDJHNNAA_00156	gene	menH		
PDJHNNAA_00157	CDS	murF	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PDJHNNAA_00157	gene	murF		
PDJHNNAA_00158	CDS		2.7.7.53	AP-4-A phosphorylase
PDJHNNAA_00158	gene			
PDJHNNAA_00159	CDS	prs	2.7.6.1	Ribose-phosphate pyrophosphokinase
PDJHNNAA_00159	gene	prs		
PDJHNNAA_00160	tRNA			tRNA-Met(cat)
PDJHNNAA_00160	gene			
PDJHNNAA_00161	CDS			hypothetical protein
PDJHNNAA_00161	gene			
PDJHNNAA_00162	CDS	rsgA	3.6.1.-	Putative ribosome biogenesis GTPase RsgA
PDJHNNAA_00162	gene	rsgA		
PDJHNNAA_00163	CDS	rluD	5.4.99.23	Ribosomal large subunit pseudouridine synthase D
PDJHNNAA_00163	gene	rluD		
PDJHNNAA_00164	CDS			hypothetical protein
PDJHNNAA_00164	gene			
PDJHNNAA_00165	CDS	trmB	2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase
PDJHNNAA_00165	gene	trmB		
PDJHNNAA_00166	CDS	ftsE		Cell division ATP-binding protein FtsE
PDJHNNAA_00166	gene	ftsE		
PDJHNNAA_00167	CDS			hypothetical protein
PDJHNNAA_00167	gene			
PDJHNNAA_00168	CDS			hypothetical protein
PDJHNNAA_00168	gene			
PDJHNNAA_00169	CDS			hypothetical protein
PDJHNNAA_00169	gene			
PDJHNNAA_00170	CDS	fliD		Flagellar hook-associated protein 2
PDJHNNAA_00170	gene	fliD		
PDJHNNAA_00171	CDS	fliS		Flagellar protein FliS
PDJHNNAA_00171	gene	fliS		
PDJHNNAA_00172	CDS			hypothetical protein
PDJHNNAA_00172	gene			
PDJHNNAA_00173	CDS	tcdA	6.1.-.-	tRNA threonylcarbamoyladenosine dehydratase
PDJHNNAA_00173	gene	tcdA		
PDJHNNAA_00174	CDS			hypothetical protein
PDJHNNAA_00174	gene			
PDJHNNAA_00175	CDS		3.5.1.77	N-carbamoyl-D-amino acid hydrolase
PDJHNNAA_00175	gene			
PDJHNNAA_00176	CDS			hypothetical protein
PDJHNNAA_00176	gene			
PDJHNNAA_00177	CDS	yeeO		putative FMN/FAD exporter YeeO
PDJHNNAA_00177	gene	yeeO		
PDJHNNAA_00178	CDS	rny	3.1.-.-	Ribonuclease Y
PDJHNNAA_00178	gene	rny		
PDJHNNAA_00179	CDS			hypothetical protein
PDJHNNAA_00179	gene			
PDJHNNAA_00180	CDS			hypothetical protein
PDJHNNAA_00180	gene			
PDJHNNAA_00181	CDS	ftsY		Signal recognition particle receptor FtsY
PDJHNNAA_00181	gene	ftsY		
PDJHNNAA_00182	CDS			hypothetical protein
PDJHNNAA_00182	gene			
PDJHNNAA_00183	CDS			hypothetical protein
PDJHNNAA_00183	gene			
PDJHNNAA_00184	CDS			hypothetical protein
PDJHNNAA_00184	gene			
PDJHNNAA_00185	CDS	moaA	4.1.99.22	GTP 3',8-cyclase
PDJHNNAA_00185	gene	moaA		
PDJHNNAA_00186	CDS	mobA	2.7.7.77	putative molybdenum cofactor guanylyltransferase
PDJHNNAA_00186	gene	mobA		
PDJHNNAA_00187	CDS	flhB_1		Flagellar biosynthetic protein FlhB
PDJHNNAA_00187	gene	flhB_1		
PDJHNNAA_00188	CDS			hypothetical protein
PDJHNNAA_00188	gene			
PDJHNNAA_00189	CDS	amiC	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiC
PDJHNNAA_00189	gene	amiC		
PDJHNNAA_00190	CDS	pyrD_1	1.3.-.-	Dihydroorotate dehydrogenase
PDJHNNAA_00190	gene	pyrD_1		
PDJHNNAA_00191	CDS	tyrS	6.1.1.1	Tyrosine--tRNA ligase
PDJHNNAA_00191	gene	tyrS		
PDJHNNAA_00192	CDS	relA	2.7.6.5	GTP pyrophosphokinase
PDJHNNAA_00192	gene	relA		
PDJHNNAA_00193	CDS	rpoZ	2.7.7.6	DNA-directed RNA polymerase subunit omega
PDJHNNAA_00193	gene	rpoZ		
PDJHNNAA_00194	CDS	pyrH	2.7.4.22	Uridylate kinase
PDJHNNAA_00194	gene	pyrH		
PDJHNNAA_00195	CDS	mqnA	4.2.1.151	Chorismate dehydratase
PDJHNNAA_00195	gene	mqnA		
PDJHNNAA_00196	CDS	acnB	4.2.1.3	Aconitate hydratase B
PDJHNNAA_00196	gene	acnB		
PDJHNNAA_00197	CDS			hypothetical protein
PDJHNNAA_00197	gene			
PDJHNNAA_00198	CDS			hypothetical protein
PDJHNNAA_00198	gene			
PDJHNNAA_00199	CDS			hypothetical protein
PDJHNNAA_00199	gene			
PDJHNNAA_00200	CDS			hypothetical protein
PDJHNNAA_00200	gene			
PDJHNNAA_00201	tmRNA	ssrA		transfer-messenger RNA, SsrA
PDJHNNAA_00201	gene	ssrA		
PDJHNNAA_00202	CDS	lolA		Outer-membrane lipoprotein carrier protein
PDJHNNAA_00202	gene	lolA		
PDJHNNAA_00203	CDS	secA		Protein translocase subunit SecA
PDJHNNAA_00203	gene	secA		
PDJHNNAA_00204	CDS	lolC		Lipoprotein-releasing system transmembrane protein LolC
PDJHNNAA_00204	gene	lolC		
PDJHNNAA_00205	CDS			hypothetical protein
PDJHNNAA_00205	gene			
PDJHNNAA_00206	CDS			hypothetical protein
PDJHNNAA_00206	gene			
PDJHNNAA_00207	CDS			hypothetical protein
PDJHNNAA_00207	gene			
PDJHNNAA_00208	CDS			hypothetical protein
PDJHNNAA_00208	gene			
PDJHNNAA_00209	CDS	traG		Conjugal transfer protein TraG
PDJHNNAA_00209	gene	traG		
PDJHNNAA_00210	CDS			Type IV secretion system protein VirB11
PDJHNNAA_00210	gene			
PDJHNNAA_00211	CDS			hypothetical protein
PDJHNNAA_00211	gene			
PDJHNNAA_00212	CDS			Type IV secretion system protein virB10
PDJHNNAA_00212	gene			
PDJHNNAA_00213	CDS			hypothetical protein
PDJHNNAA_00213	gene			
PDJHNNAA_00214	CDS			hypothetical protein
PDJHNNAA_00214	gene			
PDJHNNAA_00215	CDS			hypothetical protein
PDJHNNAA_00215	gene			
PDJHNNAA_00216	CDS			hypothetical protein
PDJHNNAA_00216	gene			
PDJHNNAA_00217	CDS	cagT		CAG pathogenicity island protein 12
PDJHNNAA_00217	gene	cagT		
PDJHNNAA_00218	CDS			hypothetical protein
PDJHNNAA_00218	gene			
PDJHNNAA_00219	CDS	cagS		CAG pathogenicity island protein 13
PDJHNNAA_00219	gene	cagS		
PDJHNNAA_00220	CDS			hypothetical protein
PDJHNNAA_00220	gene			
PDJHNNAA_00221	CDS			hypothetical protein
PDJHNNAA_00221	gene			
PDJHNNAA_00222	CDS			hypothetical protein
PDJHNNAA_00222	gene			
PDJHNNAA_00223	CDS			hypothetical protein
PDJHNNAA_00223	gene			
PDJHNNAA_00224	CDS			hypothetical protein
PDJHNNAA_00224	gene			
PDJHNNAA_00225	CDS			hypothetical protein
PDJHNNAA_00225	gene			
PDJHNNAA_00226	CDS			hypothetical protein
PDJHNNAA_00226	gene			
PDJHNNAA_00227	CDS			hypothetical protein
PDJHNNAA_00227	gene			
PDJHNNAA_00228	CDS	virB4_1		Type IV secretion system protein virB4
PDJHNNAA_00228	gene	virB4_1		
PDJHNNAA_00229	CDS			hypothetical protein
PDJHNNAA_00229	gene			
PDJHNNAA_00230	CDS			hypothetical protein
PDJHNNAA_00230	gene			
PDJHNNAA_00231	CDS			hypothetical protein
PDJHNNAA_00231	gene			
PDJHNNAA_00232	CDS	cagA		Cytotoxicity-associated immunodominant antigen
PDJHNNAA_00232	gene	cagA		
PDJHNNAA_00233	CDS			hypothetical protein
PDJHNNAA_00233	gene			
PDJHNNAA_00234	CDS			hypothetical protein
PDJHNNAA_00234	gene			
PDJHNNAA_00235	CDS	murI	5.1.1.3	Glutamate racemase
PDJHNNAA_00235	gene	murI		
PDJHNNAA_00236	CDS	rho	3.6.4.-	Transcription termination factor Rho
PDJHNNAA_00236	gene	rho		
PDJHNNAA_00237	CDS	rpmE		50S ribosomal protein L31
PDJHNNAA_00237	gene	rpmE		
PDJHNNAA_00238	CDS	rsmI	2.1.1.198	Ribosomal RNA small subunit methyltransferase I
PDJHNNAA_00238	gene	rsmI		
PDJHNNAA_00239	CDS		2.1.1.-	Putative TrmH family tRNA/rRNA methyltransferase
PDJHNNAA_00239	gene			
PDJHNNAA_00240	CDS			hypothetical protein
PDJHNNAA_00240	gene			
PDJHNNAA_00241	CDS			hypothetical protein
PDJHNNAA_00241	gene			
PDJHNNAA_00242	CDS			hypothetical protein
PDJHNNAA_00242	gene			
PDJHNNAA_00243	CDS	accA	6.4.1.2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
PDJHNNAA_00243	gene	accA		
PDJHNNAA_00244	CDS	fabF	2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase 2
PDJHNNAA_00244	gene	fabF		
PDJHNNAA_00245	CDS	acpP_1		Acyl carrier protein
PDJHNNAA_00245	gene	acpP_1		
PDJHNNAA_00246	CDS	fabG	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase FabG
PDJHNNAA_00246	gene	fabG		
PDJHNNAA_00247	CDS	rpsU		30S ribosomal protein S21
PDJHNNAA_00247	gene	rpsU		
PDJHNNAA_00248	CDS			hypothetical protein
PDJHNNAA_00248	gene			
PDJHNNAA_00249	CDS			hypothetical protein
PDJHNNAA_00249	gene			
PDJHNNAA_00250	CDS	rclC		Inner membrane protein RclC
PDJHNNAA_00250	gene	rclC		
PDJHNNAA_00251	CDS	dapF	5.1.1.7	Diaminopimelate epimerase
PDJHNNAA_00251	gene	dapF		
PDJHNNAA_00252	CDS			hypothetical protein
PDJHNNAA_00252	gene			
PDJHNNAA_00253	CDS	pqqE		Coenzyme PQQ synthesis protein E
PDJHNNAA_00253	gene	pqqE		
PDJHNNAA_00254	CDS	ychF		Ribosome-binding ATPase YchF
PDJHNNAA_00254	gene	ychF		
PDJHNNAA_00255	CDS	pepA	3.4.11.1	Cytosol aminopeptidase
PDJHNNAA_00255	gene	pepA		
PDJHNNAA_00256	CDS	yohD_1		Inner membrane protein YohD
PDJHNNAA_00256	gene	yohD_1		
PDJHNNAA_00257	CDS	apt	2.4.2.7	Adenine phosphoribosyltransferase
PDJHNNAA_00257	gene	apt		
PDJHNNAA_00258	CDS			hypothetical protein
PDJHNNAA_00258	gene			
PDJHNNAA_00259	CDS	ywlF	5.3.1.-	Putative sugar phosphate isomerase YwlF
PDJHNNAA_00259	gene	ywlF		
PDJHNNAA_00260	CDS			hypothetical protein
PDJHNNAA_00260	gene			
PDJHNNAA_00261	CDS	lepB	3.4.21.89	Signal peptidase I
PDJHNNAA_00261	gene	lepB		
PDJHNNAA_00262	CDS	folD		Bifunctional protein FolD protein
PDJHNNAA_00262	gene	folD		
PDJHNNAA_00263	CDS	mdoB	2.7.8.20	Phosphoglycerol transferase I
PDJHNNAA_00263	gene	mdoB		
PDJHNNAA_00264	CDS			hypothetical protein
PDJHNNAA_00264	gene			
PDJHNNAA_00265	CDS			hypothetical protein
